Region,Hour of year,Airspace 'business',Cumulative contrail warming
Istanbul FIR,14.4461,71.2762,3.9455
Istanbul FIR,15.5574,70.6453,4.981
Istanbul FIR,16.6686,69.9835,5.516
Istanbul FIR,17.7798,69.399,6.1681
Istanbul FIR,18.8911,68.7428,6.6255
Istanbul FIR,20.0023,68.1132,7.8491
Istanbul FIR,21.1136,67.4998,8.1366
Istanbul FIR,22.2248,66.9525,8.4414
Istanbul FIR,23.336,66.3104,9.2837
Istanbul FIR,24.4473,65.7263,10.949
Istanbul FIR,25.5585,65.0959,11.2857
Istanbul FIR,26.6698,64.5181,11.856
Istanbul FIR,27.781,63.9027,13.4366
Istanbul FIR,28.8922,63.322,14.7423
Istanbul FIR,30.0035,62.7887,15.4418
Istanbul FIR,31.1147,62.2031,15.7781
Istanbul FIR,32.226,61.5701,17.112
Istanbul FIR,33.3372,60.8862,17.4875
Istanbul FIR,34.4484,60.1284,18.6219
Istanbul FIR,35.5597,59.4728,19.3718
Istanbul FIR,36.6709,58.8748,20.4831
Istanbul FIR,37.7822,58.1429,22.0953
Istanbul FIR,38.8934,57.4605,23.5909
Istanbul FIR,40.0046,56.9044,24.3529
Istanbul FIR,41.1159,56.2887,28.077
Istanbul FIR,42.2271,55.769,29.1202
Istanbul FIR,43.3383,55.0351,30.9872
Istanbul FIR,44.4496,54.5221,32.5424
Istanbul FIR,45.5608,53.9322,36.3553
Istanbul FIR,46.6721,53.4218,38.0984
Istanbul FIR,47.7833,52.8488,39.419
Istanbul FIR,48.8945,52.287,41.8601
Istanbul FIR,50.0058,51.7145,42.7426
Istanbul FIR,51.117,51.2232,44.6622
Istanbul FIR,52.2283,50.7574,44.9695
Istanbul FIR,53.3395,50.3098,47.4389
Istanbul FIR,54.4507,49.7186,48.7879
Istanbul FIR,55.562,49.2125,51.1543
Istanbul FIR,56.6732,48.6979,51.8531
Istanbul FIR,57.7845,48.2187,52.603
Istanbul FIR,58.8957,47.7202,53.528
Istanbul FIR,60.0069,47.1333,55.3003
Istanbul FIR,61.1182,46.6073,56.9002
Istanbul FIR,62.2294,46.0388,57.4757
Istanbul FIR,63.3407,45.599,58.613
Istanbul FIR,64.4519,45.0439,59.445
Istanbul FIR,65.5631,44.5801,60.1898
Istanbul FIR,66.6744,44.0973,61.398
Istanbul FIR,67.7856,43.5151,63.1036
Istanbul FIR,68.8969,42.7821,64.7818
Istanbul FIR,70.0081,42.0673,65.2632
Istanbul FIR,71.1193,41.3621,65.3462
Istanbul FIR,72.2306,40.7002,66.9866
Istanbul FIR,73.3418,40.0003,67.672
Istanbul FIR,74.4531,39.3717,68.4353
Istanbul FIR,75.5643,38.6887,69.1319
Istanbul FIR,76.6755,37.892,69.3414
Istanbul FIR,77.7868,37.0592,69.4606
Istanbul FIR,78.898,36.1475,70.7266
Istanbul FIR,80.0093,35.3044,72.5472
Istanbul FIR,81.1205,34.3825,72.9894
Istanbul FIR,82.2317,33.599,74.7408
Istanbul FIR,83.343,32.533,75.1959
Istanbul FIR,84.4542,31.5187,76.4673
Istanbul FIR,85.5655,30.3412,78.8888
Istanbul FIR,86.6767,29.0664,80.1705
Istanbul FIR,87.7879,27.8956,81.9212
Istanbul FIR,88.8992,26.8007,83.414
Istanbul FIR,90.0104,25.4331,85.2103
Istanbul FIR,91.1217,24.0703,87.1689
Istanbul FIR,92.2329,22.9829,88.7948
Istanbul FIR,93.3441,21.7011,90.6852
Istanbul FIR,94.4554,20.4231,93.4411
Istanbul FIR,95.5666,18.8718,94.99
Istanbul FIR,96.6779,17.5018,96.59
Istanbul FIR,97.7891,15.9799,98.0338
Istanbul FIR,98.9003,14.3103,99.1345
Chisinau FIR,0.0,100.0,0.0
Chisinau FIR,1.1128,55.7723,1.7102
Chisinau FIR,2.2256,51.0522,4.1029
Chisinau FIR,3.3384,47.8724,7.0206
Chisinau FIR,4.4511,45.6016,8.7079
Chisinau FIR,5.5639,43.5987,10.9248
Chisinau FIR,6.6767,41.9703,12.5128
Chisinau FIR,7.7895,40.387,13.1346
Chisinau FIR,8.9023,39.1832,14.3359
Chisinau FIR,10.0151,37.9982,17.5436
Chisinau FIR,11.1279,36.9168,18.6515
Chisinau FIR,12.2406,35.9246,21.3344
Chisinau FIR,13.3534,35.0407,22.711
Chisinau FIR,14.4662,34.2518,24.1223
Chisinau FIR,15.579,33.3579,26.3346
Chisinau FIR,16.6918,32.6177,28.0852
Chisinau FIR,17.8046,31.8131,28.9445
Chisinau FIR,18.9174,31.0866,29.8419
Chisinau FIR,20.0301,30.5482,31.9477
Chisinau FIR,21.1429,29.9779,33.4906
Chisinau FIR,22.2557,29.4289,34.5232
Chisinau FIR,23.3685,28.9177,35.4525
Chisinau FIR,24.4813,28.4509,37.1414
Chisinau FIR,25.5941,27.9642,38.389
Chisinau FIR,26.7069,27.381,40.0547
Chisinau FIR,27.8196,26.9111,43.0482
Chisinau FIR,28.9324,26.3567,44.2853
Chisinau FIR,30.0452,25.9208,45.5681
Chisinau FIR,31.158,25.4825,46.9511
Chisinau FIR,32.2708,25.0098,48.1119
Chisinau FIR,33.3836,24.5314,49.8382
Chisinau FIR,34.4963,24.0667,50.935
Chisinau FIR,35.6091,23.5337,52.7188
Chisinau FIR,36.7219,23.115,54.4011
Chisinau FIR,37.8347,22.6926,55.8142
Chisinau FIR,38.9475,22.2367,57.3485
Chisinau FIR,40.0603,21.8274,58.1327
Chisinau FIR,41.1731,21.454,59.9295
Chisinau FIR,42.2858,21.0607,62.1247
Chisinau FIR,43.3986,20.613,62.8439
Chisinau FIR,44.5114,20.2434,64.2154
Chisinau FIR,45.6242,19.8963,65.7569
Chisinau FIR,46.737,19.4967,66.396
Chisinau FIR,47.8498,19.1666,68.2847
Chisinau FIR,48.9626,18.8539,69.2876
Chisinau FIR,50.0753,18.4829,70.3208
Chisinau FIR,51.1881,18.1738,71.6529
Chisinau FIR,52.3009,17.7136,71.8701
Chisinau FIR,53.4137,17.3408,72.3751
Chisinau FIR,54.5265,17.0128,73.7727
Chisinau FIR,55.6393,16.6576,74.4222
Chisinau FIR,56.7521,16.3379,75.2069
Chisinau FIR,57.8648,15.9516,75.9923
Chisinau FIR,58.9776,15.6302,76.5905
Chisinau FIR,60.0904,15.3201,78.3439
Chisinau FIR,61.2032,14.9445,78.9758
Chisinau FIR,62.316,14.6214,80.1148
Chisinau FIR,63.4288,14.2861,80.9529
Chisinau FIR,64.5416,13.9455,81.5518
Chisinau FIR,65.6543,13.6367,82.0835
Chisinau FIR,66.7671,13.3234,83.4582
Chisinau FIR,67.8799,13.0235,84.6078
Chisinau FIR,68.9927,12.6809,85.8771
Chisinau FIR,70.1055,12.3595,86.4704
Chisinau FIR,71.2183,12.0236,87.14
Chisinau FIR,72.3311,11.7156,88.3283
Chisinau FIR,73.4438,11.4414,89.3344
Chisinau FIR,74.5566,11.0736,90.0828
Chisinau FIR,75.6694,10.8013,90.7286
Chisinau FIR,76.7822,10.4236,91.7582
Chisinau FIR,77.895,10.1328,92.3149
Chisinau FIR,79.0078,9.7665,92.8377
Chisinau FIR,80.1206,9.4008,93.4691
Chisinau FIR,81.2333,9.0607,93.8977
Chisinau FIR,82.3461,8.7396,94.4601
Chisinau FIR,83.4589,8.4208,95.2735
Chisinau FIR,84.5717,8.0135,95.5208
Chisinau FIR,85.6845,7.6509,95.9017
Chisinau FIR,86.7973,7.3159,96.3647
Chisinau FIR,87.91,6.9376,97.1163
Chisinau FIR,89.0228,6.4989,97.3513
Chisinau FIR,90.1356,6.0515,97.5261
Chisinau FIR,91.2484,5.672,97.8616
Chisinau FIR,92.3612,5.0176,98.4172
Chisinau FIR,93.474,4.5247,98.8248
Chisinau FIR,94.5868,4.0442,99.1034
Chisinau FIR,95.6995,3.3704,99.3819
Chisinau FIR,96.8123,2.729,99.604
Chisinau FIR,97.9251,1.9354,99.8282
Chisinau FIR,99.0379,1.0574,99.9782
Skopje FIR,0.0,100.0,0.0
Skopje FIR,1.1115,79.0499,1.7094
Skopje FIR,2.223,74.6856,2.8022
Skopje FIR,3.3345,71.51,5.0438
Skopje FIR,4.446,69.2699,4.8248
Skopje FIR,5.5575,67.762,5.5032
Skopje FIR,6.669,66.1636,6.6385
Skopje FIR,7.7805,64.9884,7.3098
Skopje FIR,8.892,63.7376,8.2615
Skopje FIR,10.0035,62.498,8.9954
Skopje FIR,11.115,61.5672,8.7563
Skopje FIR,12.2265,60.5622,8.9708
Skopje FIR,13.338,59.5026,10.183
Skopje FIR,14.4495,58.5908,10.8219
Skopje FIR,15.561,57.6519,12.4744
Skopje FIR,16.6725,56.5998,13.263
Skopje FIR,17.784,55.6894,13.9114
Skopje FIR,18.8954,54.7265,14.4556
Skopje FIR,20.0069,53.8698,15.5436
Skopje FIR,21.1184,53.0311,16.2841
Skopje FIR,22.2299,52.2061,17.404
Skopje FIR,23.3414,51.1322,17.7524
Skopje FIR,24.4529,50.3467,17.8292
Skopje FIR,25.5644,49.4144,19.127
Skopje FIR,26.6759,48.595,20.3179
Skopje FIR,27.7874,47.6952,22.6604
Skopje FIR,28.8989,46.8293,23.7902
Skopje FIR,30.0104,45.714,24.307
Skopje FIR,31.1219,44.8658,25.4674
Skopje FIR,32.2334,43.8642,26.9958
Skopje FIR,33.3449,42.9024,27.4157
Skopje FIR,34.4564,41.8644,29.6734
Skopje FIR,35.5679,40.8231,31.7272
Skopje FIR,36.6794,39.6698,33.8961
Skopje FIR,37.7909,38.5102,35.2006
Skopje FIR,38.9024,37.4058,37.7277
Skopje FIR,40.0139,36.3061,38.5608
Skopje FIR,41.1254,35.3798,43.4658
Skopje FIR,42.2369,34.4889,44.3302
Skopje FIR,43.3484,33.6081,46.5632
Skopje FIR,44.4599,32.671,49.0868
Skopje FIR,45.5714,31.675,51.2496
Skopje FIR,46.6829,30.8992,52.8451
Skopje FIR,47.7944,29.989,56.344
Skopje FIR,48.9059,29.2349,58.9769
Skopje FIR,50.0174,28.5737,62.1517
Skopje FIR,51.1289,27.9623,63.8723
Skopje FIR,52.2404,27.3072,64.2599
Skopje FIR,53.3519,26.7629,68.3775
Skopje FIR,54.4634,26.0714,70.5482
Skopje FIR,55.5749,25.5623,71.6005
Skopje FIR,56.6863,25.0346,73.1423
Skopje FIR,57.7978,24.5039,75.4564
Skopje FIR,58.9093,23.8664,77.0562
Skopje FIR,60.0208,23.1889,78.0701
Skopje FIR,61.1323,22.6867,78.8302
Skopje FIR,62.2438,22.175,80.6198
Skopje FIR,63.3553,21.685,80.8371
Skopje FIR,64.4668,21.1637,82.0769
Skopje FIR,65.5783,20.6317,82.3549
Skopje FIR,66.6898,20.2274,82.9203
Skopje FIR,67.8013,19.734,85.7986
Skopje FIR,68.9128,19.1448,87.6179
Skopje FIR,70.0243,18.6587,88.0598
Skopje FIR,71.1358,18.1994,88.8506
Skopje FIR,72.2473,17.608,89.2041
Skopje FIR,73.3588,17.0625,90.1349
Skopje FIR,74.4703,16.5304,90.0702
Skopje FIR,75.5818,15.9896,90.3548
Skopje FIR,76.6933,15.4872,91.4604
Skopje FIR,77.8048,14.8791,91.7043
Skopje FIR,78.9163,14.2991,92.1058
Skopje FIR,80.0278,13.6987,92.4714
Skopje FIR,81.1393,13.0471,92.4379
Skopje FIR,82.2508,12.3885,93.1288
Skopje FIR,83.3623,11.7524,93.9552
Skopje FIR,84.4738,11.0363,94.4611
Skopje FIR,85.5853,10.4644,95.256
Skopje FIR,86.6968,9.6511,95.8282
Skopje FIR,87.8083,8.967,96.1144
Skopje FIR,88.9198,8.4671,97.1931
Skopje FIR,90.0313,7.8328,97.5497
Skopje FIR,91.1428,7.2357,97.9676
Skopje FIR,92.2543,6.6782,98.4686
Skopje FIR,93.3658,6.093,98.7213
Skopje FIR,94.4772,5.5794,98.9916
Skopje FIR,95.5887,4.915,99.3116
Skopje FIR,96.7002,4.1852,99.391
Skopje FIR,97.8117,3.4432,99.7841
Skopje FIR,98.9232,2.535,99.9009
Beograd FIR,0.0,100.0,0.0
Beograd FIR,1.1112,77.8987,-0.01
Beograd FIR,2.2225,73.9146,0.6855
Beograd FIR,3.3337,70.9504,0.5266
Beograd FIR,4.445,68.8749,1.2938
Beograd FIR,5.5562,66.9384,2.2967
Beograd FIR,6.6674,65.4385,3.1956
Beograd FIR,7.7787,64.1033,5.1
Beograd FIR,8.8899,62.6005,5.5879
Beograd FIR,10.0012,61.3802,6.1724
Beograd FIR,11.1124,60.0896,8.0567
Beograd FIR,12.2236,59.005,9.0464
Beograd FIR,13.3349,57.9647,9.8349
Beograd FIR,14.4461,57.0174,11.498
Beograd FIR,15.5574,56.1513,12.5371
Beograd FIR,16.6686,55.2209,13.027
Beograd FIR,17.7798,54.1927,14.6321
Beograd FIR,18.8911,53.4441,15.5892
Beograd FIR,20.0023,52.693,16.1713
Beograd FIR,21.1136,51.7171,17.0142
Beograd FIR,22.2248,50.8193,18.2046
Beograd FIR,23.336,50.0113,19.6073
Beograd FIR,24.4473,49.1225,21.6148
Beograd FIR,25.5585,48.3254,22.87
Beograd FIR,26.6698,47.4329,23.7927
Beograd FIR,27.781,46.6098,25.8828
Beograd FIR,28.8922,45.7762,27.2071
Beograd FIR,30.0035,45.0082,28.1848
Beograd FIR,31.1147,44.2796,29.4113
Beograd FIR,32.226,43.3936,31.0124
Beograd FIR,33.3372,42.6264,33.1767
Beograd FIR,34.4484,41.9873,34.7967
Beograd FIR,35.5597,41.3486,36.2714
Beograd FIR,36.6709,40.713,38.1064
Beograd FIR,37.7822,39.9626,40.0337
Beograd FIR,38.8934,39.3015,41.8644
Beograd FIR,40.0046,38.6951,43.7708
Beograd FIR,41.1159,38.0389,46.421
Beograd FIR,42.2271,37.4307,48.3817
Beograd FIR,43.3383,36.7994,50.006
Beograd FIR,44.4496,36.1972,51.7437
Beograd FIR,45.5608,35.6383,53.6846
Beograd FIR,46.6721,35.0314,55.3877
Beograd FIR,47.7833,34.3519,56.6893
Beograd FIR,48.8945,33.7623,58.4335
Beograd FIR,50.0058,33.2122,61.0054
Beograd FIR,51.117,32.6169,62.4235
Beograd FIR,52.2283,32.057,63.9984
Beograd FIR,53.3395,31.4883,66.3851
Beograd FIR,54.4507,30.8291,67.9406
Beograd FIR,55.562,30.1758,70.3752
Beograd FIR,56.6732,29.4671,72.3916
Beograd FIR,57.7845,28.9398,74.8286
Beograd FIR,58.8957,28.3201,75.4678
Beograd FIR,60.0069,27.6651,77.1896
Beograd FIR,61.1182,26.9986,77.8814
Beograd FIR,62.2294,26.2456,78.7504
Beograd FIR,63.3407,25.7012,79.352
Beograd FIR,64.4519,25.0521,80.6868
Beograd FIR,65.5631,24.2028,81.5625
Beograd FIR,66.6744,23.387,82.6851
Beograd FIR,67.7856,22.4986,83.3783
Beograd FIR,68.8969,21.8494,83.8665
Beograd FIR,70.0081,21.1191,85.2598
Beograd FIR,71.1193,20.382,86.1696
Beograd FIR,72.2306,19.631,87.3164
Beograd FIR,73.3418,18.9755,87.9444
Beograd FIR,74.4531,18.2289,89.0074
Beograd FIR,75.5643,17.5225,89.9756
Beograd FIR,76.6755,16.9044,90.5964
Beograd FIR,77.7868,16.3552,91.3335
Beograd FIR,78.898,15.6507,92.2044
Beograd FIR,80.0093,15.0586,92.6462
Beograd FIR,81.1205,14.4919,93.1008
Beograd FIR,82.2317,13.9783,93.4832
Beograd FIR,83.343,13.3953,94.0513
Beograd FIR,84.4542,12.7359,94.4933
Beograd FIR,85.5655,12.133,94.7857
Beograd FIR,86.6767,11.5256,95.2433
Beograd FIR,87.7879,10.9476,95.8969
Beograd FIR,88.8992,10.2799,96.2765
Beograd FIR,90.0104,9.7045,96.7161
Beograd FIR,91.1217,9.0129,97.1182
Beograd FIR,92.2329,8.4326,97.5847
Beograd FIR,93.3441,7.8125,97.9516
Beograd FIR,94.4554,7.173,98.4546
Beograd FIR,95.5666,6.3103,98.993
Beograd FIR,96.6779,5.5998,99.2506
Beograd FIR,97.7891,4.8989,99.4867
Beograd FIR,98.9003,4.0007,99.8311
Bratislava  FIR,0.0,100.0,0.0
Bratislava  FIR,1.1112,82.3974,-0.3044
Bratislava  FIR,2.2225,78.9534,-0.0245
Bratislava  FIR,3.3337,76.1333,1.4582
Bratislava  FIR,4.445,73.9728,1.936
Bratislava  FIR,5.5562,72.1629,3.0284
Bratislava  FIR,6.6674,70.5894,4.2064
Bratislava  FIR,7.7787,68.7154,5.2863
Bratislava  FIR,8.8899,67.0481,6.448
Bratislava  FIR,10.0012,65.7323,8.0877
Bratislava  FIR,11.1124,64.3717,9.1336
Bratislava  FIR,12.2236,63.1938,10.2001
Bratislava  FIR,13.3349,61.8767,12.4237
Bratislava  FIR,14.4461,60.9107,14.3544
Bratislava  FIR,15.5574,59.9769,15.1953
Bratislava  FIR,16.6686,58.9691,16.6129
Bratislava  FIR,17.7798,58.0095,17.7454
Bratislava  FIR,18.8911,57.0471,19.0053
Bratislava  FIR,20.0023,56.1657,21.6319
Bratislava  FIR,21.1136,55.2363,23.6591
Bratislava  FIR,22.2248,54.363,24.9372
Bratislava  FIR,23.336,53.3415,27.0531
Bratislava  FIR,24.4473,52.4464,28.5178
Bratislava  FIR,25.5585,51.4175,30.078
Bratislava  FIR,26.6698,50.6797,31.7525
Bratislava  FIR,27.781,49.9331,34.2252
Bratislava  FIR,28.8922,49.276,35.2114
Bratislava  FIR,30.0035,48.5399,36.9505
Bratislava  FIR,31.1147,47.9256,37.4962
Bratislava  FIR,32.226,47.1976,39.7026
Bratislava  FIR,33.3372,46.5167,41.1899
Bratislava  FIR,34.4484,45.9158,42.5632
Bratislava  FIR,35.5597,45.2441,44.0493
Bratislava  FIR,36.6709,44.5648,44.5371
Bratislava  FIR,37.7822,43.9011,45.3326
Bratislava  FIR,38.8934,43.233,47.1758
Bratislava  FIR,40.0046,42.603,48.0021
Bratislava  FIR,41.1159,42.001,49.4821
Bratislava  FIR,42.2271,41.2682,51.0621
Bratislava  FIR,43.3383,40.7456,52.7838
Bratislava  FIR,44.4496,40.0822,53.7582
Bratislava  FIR,45.5608,39.3798,54.7114
Bratislava  FIR,46.6721,38.69,56.0192
Bratislava  FIR,47.7833,38.1352,56.5753
Bratislava  FIR,48.8945,37.5658,57.7132
Bratislava  FIR,50.0058,36.7719,58.6997
Bratislava  FIR,51.117,36.0621,60.5402
Bratislava  FIR,52.2283,35.4096,61.5737
Bratislava  FIR,53.3395,34.8357,62.8027
Bratislava  FIR,54.4507,34.1569,63.8619
Bratislava  FIR,55.562,33.4694,64.9919
Bratislava  FIR,56.6732,32.813,66.9366
Bratislava  FIR,57.7845,32.202,69.0808
Bratislava  FIR,58.8957,31.4962,70.5818
Bratislava  FIR,60.0069,30.9124,71.9265
Bratislava  FIR,61.1182,30.2592,72.9761
Bratislava  FIR,62.2294,29.6254,73.603
Bratislava  FIR,63.3407,28.9518,74.8153
Bratislava  FIR,64.4519,28.2794,75.8416
Bratislava  FIR,65.5631,27.6908,76.7961
Bratislava  FIR,66.6744,26.9924,78.1292
Bratislava  FIR,67.7856,26.508,79.3918
Bratislava  FIR,68.8969,25.8832,79.878
Bratislava  FIR,70.0081,25.3559,80.7829
Bratislava  FIR,71.1193,24.7741,81.8789
Bratislava  FIR,72.2306,24.2464,83.1546
Bratislava  FIR,73.3418,23.7202,84.3943
Bratislava  FIR,74.4531,23.1987,85.6017
Bratislava  FIR,75.5643,22.5856,86.6064
Bratislava  FIR,76.6755,21.9722,87.325
Bratislava  FIR,77.7868,21.3561,88.6795
Bratislava  FIR,78.898,20.7002,89.8657
Bratislava  FIR,80.0093,20.058,90.675
Bratislava  FIR,81.1205,19.5134,90.9736
Bratislava  FIR,82.2317,18.8058,91.9145
Bratislava  FIR,83.343,18.1465,92.3806
Bratislava  FIR,84.4542,17.5015,93.094
Bratislava  FIR,85.5655,16.7817,93.7695
Bratislava  FIR,86.6767,15.8857,94.5123
Bratislava  FIR,87.7879,15.0667,95.1014
Bratislava  FIR,88.8992,14.211,95.7299
Bratislava  FIR,90.0104,13.2709,96.2654
Bratislava  FIR,91.1217,12.2185,96.7548
Bratislava  FIR,92.2329,11.0196,97.3229
Bratislava  FIR,93.3441,9.5341,97.7795
Bratislava  FIR,94.4554,8.1555,98.1703
Bratislava  FIR,95.5666,7.0716,98.7364
Bratislava  FIR,96.6779,5.7452,99.2851
Bratislava  FIR,97.7891,4.6947,99.6282
Bratislava  FIR,98.9003,3.5582,99.9206
Yerevan FIR,0.0,100.0,0.0
Yerevan FIR,1.1114,61.5174,1.8731
Yerevan FIR,2.2227,56.004,5.6051
Yerevan FIR,3.3341,52.8405,7.0557
Yerevan FIR,4.4455,50.1589,9.7543
Yerevan FIR,5.5568,47.9864,11.8729
Yerevan FIR,6.6682,46.1157,13.3469
Yerevan FIR,7.7796,44.4556,16.4214
Yerevan FIR,8.8909,43.1571,19.8003
Yerevan FIR,10.0023,41.8642,21.6307
Yerevan FIR,11.1137,40.7628,22.4098
Yerevan FIR,12.2251,39.74,26.2425
Yerevan FIR,13.3364,38.7499,28.1782
Yerevan FIR,14.4478,37.838,30.453
Yerevan FIR,15.5592,36.9742,32.293
Yerevan FIR,16.6705,35.9223,34.0386
Yerevan FIR,17.7819,35.2907,35.2324
Yerevan FIR,18.8933,34.7258,38.3138
Yerevan FIR,20.0046,33.9747,38.77
Yerevan FIR,21.116,33.2883,41.3278
Yerevan FIR,22.2274,32.6018,43.481
Yerevan FIR,23.3387,31.9733,43.9634
Yerevan FIR,24.4501,31.3866,45.4874
Yerevan FIR,25.5615,30.8184,46.0977
Yerevan FIR,26.6728,30.2222,47.8044
Yerevan FIR,27.7842,29.7407,49.0427
Yerevan FIR,28.8956,29.1122,51.1976
Yerevan FIR,30.0069,28.6525,52.0614
Yerevan FIR,31.1183,28.1614,52.515
Yerevan FIR,32.2297,27.6461,53.6789
Yerevan FIR,33.3411,27.1226,54.4568
Yerevan FIR,34.4524,26.676,57.4676
Yerevan FIR,35.5638,26.2863,58.1723
Yerevan FIR,36.6752,25.8531,60.7479
Yerevan FIR,37.7865,25.4504,62.1521
Yerevan FIR,38.8979,25.0669,63.9682
Yerevan FIR,40.0093,24.6585,64.3696
Yerevan FIR,41.1206,24.2902,65.0299
Yerevan FIR,42.232,23.9381,65.4068
Yerevan FIR,43.3434,23.5407,67.4067
Yerevan FIR,44.4547,23.1758,68.7478
Yerevan FIR,45.5661,22.7922,70.6668
Yerevan FIR,46.6775,22.4171,71.5442
Yerevan FIR,47.7888,22.0084,73.5596
Yerevan FIR,48.9002,21.6478,74.2055
Yerevan FIR,50.0116,21.3019,74.7699
Yerevan FIR,51.1229,20.93,75.6218
Yerevan FIR,52.2343,20.5895,76.2148
Yerevan FIR,53.3457,20.276,76.7478
Yerevan FIR,54.4571,19.9396,77.8518
Yerevan FIR,55.5684,19.563,78.4753
Yerevan FIR,56.6798,19.2411,79.1182
Yerevan FIR,57.7912,18.8855,79.8491
Yerevan FIR,58.9025,18.5183,80.6067
Yerevan FIR,60.0139,18.2393,81.2041
Yerevan FIR,61.1253,17.9569,82.4512
Yerevan FIR,62.2366,17.6117,82.9749
Yerevan FIR,63.348,17.2529,83.5408
Yerevan FIR,64.4594,16.9734,84.3024
Yerevan FIR,65.5707,16.6477,84.7955
Yerevan FIR,66.6821,16.3329,86.039
Yerevan FIR,67.7935,16.0109,86.5296
Yerevan FIR,68.9048,15.7111,86.9978
Yerevan FIR,70.0162,15.3282,87.8901
Yerevan FIR,71.1276,15.0014,88.752
Yerevan FIR,72.2389,14.716,89.0567
Yerevan FIR,73.3503,14.3728,90.2381
Yerevan FIR,74.4617,14.0091,90.8955
Yerevan FIR,75.573,13.7146,91.4135
Yerevan FIR,76.6844,13.3521,91.6457
Yerevan FIR,77.7958,13.0889,92.308
Yerevan FIR,78.9072,12.8117,92.3655
Yerevan FIR,80.0185,12.4799,92.412
Yerevan FIR,81.1299,12.193,93.2339
Yerevan FIR,82.2413,11.8728,94.3527
Yerevan FIR,83.3526,11.4827,94.6114
Yerevan FIR,84.464,11.0648,94.9433
Yerevan FIR,85.5754,10.6666,96.137
Yerevan FIR,86.6867,10.3642,96.2772
Yerevan FIR,87.7981,9.9741,96.5745
Yerevan FIR,88.9095,9.562,97.1625
Yerevan FIR,90.0208,9.1522,97.4385
Yerevan FIR,91.1322,8.6975,97.8567
Yerevan FIR,92.2436,8.1516,98.271
Yerevan FIR,93.3549,7.6075,98.5015
Yerevan FIR,94.4663,7.0477,98.833
Yerevan FIR,95.5777,6.4669,98.9747
Yerevan FIR,96.689,5.7047,99.1858
Yerevan FIR,97.8004,4.9271,99.6176
Yerevan FIR,98.9118,3.2781,99.795
Tibilisi FIR,0.0,100.0,0.0182
Tibilisi FIR,1.1112,58.5218,3.0873
Tibilisi FIR,2.2225,52.4717,5.3665
Tibilisi FIR,3.3337,48.7856,9.7704
Tibilisi FIR,4.445,45.6593,12.0098
Tibilisi FIR,5.5562,43.5207,14.2738
Tibilisi FIR,6.6674,41.4008,17.6371
Tibilisi FIR,7.7787,39.4201,18.8275
Tibilisi FIR,8.8899,37.8024,20.8245
Tibilisi FIR,10.0012,36.7281,23.4195
Tibilisi FIR,11.1124,35.4707,25.9963
Tibilisi FIR,12.2236,34.568,27.0071
Tibilisi FIR,13.3349,33.6225,29.5571
Tibilisi FIR,14.4461,32.7455,30.7403
Tibilisi FIR,15.5574,31.8624,34.7294
Tibilisi FIR,16.6686,31.0496,35.8346
Tibilisi FIR,17.7798,30.2704,36.6853
Tibilisi FIR,18.8911,29.5468,38.5336
Tibilisi FIR,20.0023,28.9128,41.2912
Tibilisi FIR,21.1136,28.2252,42.8786
Tibilisi FIR,22.2248,27.6186,44.4235
Tibilisi FIR,23.336,27.0453,45.4753
Tibilisi FIR,24.4473,26.5018,47.0114
Tibilisi FIR,25.5585,26.079,48.514
Tibilisi FIR,26.6698,25.6271,49.5731
Tibilisi FIR,27.781,25.2091,50.4279
Tibilisi FIR,28.8922,24.7804,50.8143
Tibilisi FIR,30.0035,24.4147,52.1263
Tibilisi FIR,31.1147,24.0349,52.5351
Tibilisi FIR,32.226,23.6365,54.506
Tibilisi FIR,33.3372,23.2519,56.7466
Tibilisi FIR,34.4484,22.8375,57.8808
Tibilisi FIR,35.5597,22.5114,58.9231
Tibilisi FIR,36.6709,22.1803,59.2685
Tibilisi FIR,37.7822,21.8885,60.0834
Tibilisi FIR,38.8934,21.5785,61.2484
Tibilisi FIR,40.0046,21.3137,62.024
Tibilisi FIR,41.1159,20.9998,62.528
Tibilisi FIR,42.2271,20.744,63.7433
Tibilisi FIR,43.3383,20.5089,64.5278
Tibilisi FIR,44.4496,20.2442,65.5036
Tibilisi FIR,45.5608,20.0358,66.5805
Tibilisi FIR,46.6721,19.8238,67.578
Tibilisi FIR,47.7833,19.5869,68.6194
Tibilisi FIR,48.8945,19.3765,70.0694
Tibilisi FIR,50.0058,19.1357,71.2606
Tibilisi FIR,51.117,18.8876,71.6141
Tibilisi FIR,52.2283,18.6575,71.833
Tibilisi FIR,53.3395,18.4322,72.6939
Tibilisi FIR,54.4507,18.262,73.8271
Tibilisi FIR,55.562,18.0555,74.5142
Tibilisi FIR,56.6732,17.8753,75.2146
Tibilisi FIR,57.7845,17.677,75.6775
Tibilisi FIR,58.8957,17.495,77.4828
Tibilisi FIR,60.0069,17.2237,77.9689
Tibilisi FIR,61.1182,17.0159,78.4236
Tibilisi FIR,62.2294,16.855,79.1683
Tibilisi FIR,63.3407,16.663,80.613
Tibilisi FIR,64.4519,16.4465,82.1653
Tibilisi FIR,65.5631,16.2534,82.9464
Tibilisi FIR,66.6744,16.0928,83.4125
Tibilisi FIR,67.7856,15.8926,84.0116
Tibilisi FIR,68.8969,15.6948,84.7462
Tibilisi FIR,70.0081,15.4991,85.2929
