Region,Hour of year,Airspace 'business',Cumulative contrail warming
Wien FIR,60.0069,39.102,75.0645
Wien FIR,61.1182,38.3041,75.7371
Wien FIR,62.2294,37.4694,76.7979
Wien FIR,63.3407,36.6987,77.4522
Wien FIR,64.4519,35.8101,78.3373
Wien FIR,65.5631,34.7696,79.3984
Wien FIR,66.6744,33.7888,80.7557
Wien FIR,67.7856,32.6111,81.8395
Wien FIR,68.8969,31.3259,82.7838
Wien FIR,70.0081,30.0943,83.612
Wien FIR,71.1193,28.8717,84.6388
Wien FIR,72.2306,27.5371,85.545
Wien FIR,73.3418,26.3311,86.3799
Wien FIR,74.4531,25.4047,87.7747
Wien FIR,75.5643,24.2853,88.3105
Wien FIR,76.6755,23.2255,88.9018
Wien FIR,77.7868,22.0343,89.5945
Wien FIR,78.898,20.6411,90.3027
Wien FIR,80.0093,19.4569,90.8865
Wien FIR,81.1205,17.9711,91.5804
Wien FIR,82.2317,16.5069,92.8857
Wien FIR,83.343,14.9201,93.4918
Wien FIR,84.4542,13.4431,94.2692
Wien FIR,85.5655,12.2572,94.7997
Wien FIR,86.6767,11.4339,95.3461
Wien FIR,87.7879,10.6517,95.9066
Wien FIR,88.8992,9.806,96.5253
Wien FIR,90.0104,8.9898,96.8881
Wien FIR,91.1217,8.2204,97.353
Wien FIR,92.2329,7.4014,97.896
Wien FIR,93.3441,6.2041,98.3764
Wien FIR,94.4554,5.2824,98.8787
Wien FIR,95.5666,4.4939,99.1672
Wien FIR,96.6779,3.8363,99.3943
Wien FIR,97.7891,3.1842,99.6593
Wien FIR,98.9003,2.4033,99.8722
Lisboa FIR,0.0,100.0,0.0452
Lisboa FIR,1.1115,78.801,1.9768
Lisboa FIR,2.223,74.5751,2.8754
Lisboa FIR,3.3345,71.8678,3.6513
Lisboa FIR,4.446,69.9302,5.1606
Lisboa FIR,5.5575,68.5833,6.006
Lisboa FIR,6.669,67.4673,6.5419
Lisboa FIR,7.7805,66.5019,6.9748
Lisboa FIR,8.892,65.4183,8.6744
Lisboa FIR,10.0035,64.342,9.2002
Lisboa FIR,11.115,63.5469,10.4497
Lisboa FIR,12.2265,62.8437,11.0565
Lisboa FIR,13.338,62.1774,11.6123
Lisboa FIR,14.4495,61.4928,12.058
Lisboa FIR,15.561,60.9358,12.9875
Lisboa FIR,16.6725,60.3465,14.0536
Lisboa FIR,17.784,59.8006,15.2835
Lisboa FIR,18.8954,59.2936,16.8439
Lisboa FIR,20.0069,58.8381,17.8044
Lisboa FIR,21.1184,58.3123,18.1316
Lisboa FIR,22.2299,57.8197,18.6384
Lisboa FIR,23.3414,57.3038,18.5921
Lisboa FIR,24.4529,56.7431,19.2294
Lisboa FIR,25.5644,56.2362,20.7929
Lisboa FIR,26.6759,55.7219,22.1694
Lisboa FIR,27.7874,55.289,23.3989
Lisboa FIR,28.8989,54.7734,24.2758
Lisboa FIR,30.0104,54.3042,24.5222
Lisboa FIR,31.1219,53.8168,24.7776
Lisboa FIR,32.2334,53.3499,26.361
Lisboa FIR,33.3449,52.9035,27.3378
Lisboa FIR,34.4564,52.4543,28.519
Lisboa FIR,35.5679,52.0019,29.3585
Lisboa FIR,36.6794,51.5198,31.324
Lisboa FIR,37.7909,51.0659,32.2381
Lisboa FIR,38.9024,50.5436,33.2264
Lisboa FIR,40.0139,49.9574,34.4576
Lisboa FIR,41.1254,49.3677,36.1535
Lisboa FIR,42.2369,48.7966,37.9212
Lisboa FIR,43.3484,48.1216,39.3931
Lisboa FIR,44.4599,47.539,40.773
Lisboa FIR,45.5714,46.8826,41.982
Lisboa FIR,46.6829,45.9992,43.5864
Lisboa FIR,47.7944,45.2844,45.0279
Lisboa FIR,48.9059,44.5108,46.3921
Lisboa FIR,50.0174,43.7889,49.3139
Lisboa FIR,51.1289,42.9619,50.4204
Lisboa FIR,52.2404,42.1697,52.3256
Lisboa FIR,53.3519,41.1451,53.7538
Lisboa FIR,54.4634,40.3233,56.5457
Lisboa FIR,55.5749,39.2657,59.0072
Lisboa FIR,56.6863,38.2916,61.5145
Lisboa FIR,57.7978,37.3402,63.6205
Lisboa FIR,58.9093,36.2192,65.9198
Lisboa FIR,60.0208,35.1283,67.5055
Lisboa FIR,61.1323,33.8427,69.2794
Lisboa FIR,62.2438,32.2563,71.8874
Lisboa FIR,63.3553,30.6871,73.3966
Lisboa FIR,64.4668,29.1367,74.7335
Lisboa FIR,65.5783,27.133,77.1386
Lisboa FIR,66.6898,24.9877,78.5531
Lisboa FIR,67.8013,23.0558,80.1196
Lisboa FIR,68.9128,21.7869,81.5288
Lisboa FIR,70.0243,20.6352,82.0972
Lisboa FIR,71.1358,19.6025,83.3221
Lisboa FIR,72.2473,18.3736,84.4219
Lisboa FIR,73.3588,17.3751,85.323
Lisboa FIR,74.4703,16.3032,86.2036
Lisboa FIR,75.5818,15.1512,86.8984
Lisboa FIR,76.6933,14.1722,87.8446
Lisboa FIR,77.8048,13.2647,88.7813
Lisboa FIR,78.9163,12.4264,90.0331
Lisboa FIR,80.0278,11.4362,90.9146
Lisboa FIR,81.1393,10.836,91.5137
Lisboa FIR,82.2508,10.2319,92.072
Lisboa FIR,83.3623,9.6884,92.6992
Lisboa FIR,84.4738,9.1904,93.3476
Lisboa FIR,85.5853,8.7386,93.7783
Lisboa FIR,86.6968,8.2835,94.3129
Lisboa FIR,87.8083,7.9053,94.8095
Lisboa FIR,88.9198,7.348,95.4741
Lisboa FIR,90.0313,6.9601,96.1643
Lisboa FIR,91.1428,6.416,96.7383
Lisboa FIR,92.2543,5.9716,97.2691
Lisboa FIR,93.3658,5.5721,97.7976
Lisboa FIR,94.4772,5.1165,98.4183
Lisboa FIR,95.5887,4.6557,98.818
Lisboa FIR,96.7002,4.1736,99.2324
Lisboa FIR,97.8117,3.7232,99.5284
Lisboa FIR,98.9232,3.0874,99.8579
Santa Maria FIR,0.0,100.0,-0.0545
Santa Maria FIR,1.1112,54.9603,0.5141
Santa Maria FIR,2.2225,48.7224,1.5432
Santa Maria FIR,3.3337,45.2881,2.7574
Santa Maria FIR,4.445,43.1479,3.5321
Santa Maria FIR,5.5562,41.1209,4.9058
Santa Maria FIR,6.6674,39.8126,6.6764
Santa Maria FIR,7.7787,38.8097,8.9507
Santa Maria FIR,8.8899,37.6585,10.326
Santa Maria FIR,10.0012,36.8246,11.664
Santa Maria FIR,11.1124,35.8704,12.9134
Santa Maria FIR,12.2236,35.2077,15.0984
Santa Maria FIR,13.3349,34.4402,16.321
Santa Maria FIR,14.4461,33.8492,17.5776
Santa Maria FIR,15.5574,33.2699,19.0305
Santa Maria FIR,16.6686,32.7457,20.1965
Santa Maria FIR,17.7798,32.3124,21.3709
Santa Maria FIR,18.8911,31.8538,22.9996
Santa Maria FIR,20.0023,31.4445,24.2145
Santa Maria FIR,21.1136,30.976,25.3969
Santa Maria FIR,22.2248,30.5335,26.5045
Santa Maria FIR,23.336,30.1929,28.2307
Santa Maria FIR,24.4473,29.773,29.6958
Santa Maria FIR,25.5585,29.389,30.8231
Santa Maria FIR,26.6698,29.0669,32.6694
Santa Maria FIR,27.781,28.741,33.8132
Santa Maria FIR,28.8922,28.386,34.9148
Santa Maria FIR,30.0035,28.0756,36.1516
Santa Maria FIR,31.1147,27.6945,37.7637
Santa Maria FIR,32.226,27.4425,38.6863
Santa Maria FIR,33.3372,27.1626,40.2235
Santa Maria FIR,34.4484,26.8353,42.0191
Santa Maria FIR,35.5597,26.5825,43.1815
Santa Maria FIR,36.6709,26.3015,44.6749
Santa Maria FIR,37.7822,26.0525,46.315
Santa Maria FIR,38.8934,25.7539,47.2888
Santa Maria FIR,40.0046,25.4858,48.784
Santa Maria FIR,41.1159,25.2533,50.172
Santa Maria FIR,42.2271,25.0342,51.1399
Santa Maria FIR,43.3383,24.718,52.1849
Santa Maria FIR,44.4496,24.4407,53.4811
Santa Maria FIR,45.5608,24.209,54.736
Santa Maria FIR,46.6721,23.9578,55.9467
Santa Maria FIR,47.7833,23.7223,57.1066
Santa Maria FIR,48.8945,23.4615,58.0455
Santa Maria FIR,50.0058,23.2201,59.4143
Santa Maria FIR,51.117,22.9916,60.4097
Santa Maria FIR,52.2283,22.7274,61.6877
Santa Maria FIR,53.3395,22.4711,63.1124
Santa Maria FIR,54.4507,22.2036,64.0501
Santa Maria FIR,55.562,21.9022,65.0478
Santa Maria FIR,56.6732,21.6261,65.9618
Santa Maria FIR,57.7845,21.3558,67.1181
Santa Maria FIR,58.8957,21.1074,68.1391
Santa Maria FIR,60.0069,20.821,69.5433
Santa Maria FIR,61.1182,20.5644,70.392
Santa Maria FIR,62.2294,20.235,71.3712
Santa Maria FIR,63.3407,19.9656,72.0737
Santa Maria FIR,64.4519,19.6797,72.8976
Santa Maria FIR,65.5631,19.3444,74.0033
Santa Maria FIR,66.6744,19.0279,74.8717
Santa Maria FIR,67.7856,18.6814,75.5318
Santa Maria FIR,68.8969,18.3213,76.7726
Santa Maria FIR,70.0081,17.9775,77.5653
Santa Maria FIR,71.1193,17.6032,78.3814
Santa Maria FIR,72.2306,17.252,79.2725
Santa Maria FIR,73.3418,16.8389,80.215
Santa Maria FIR,74.4531,16.4464,80.9146
Santa Maria FIR,75.5643,15.9352,81.8989
Santa Maria FIR,76.6755,15.4834,82.4667
Santa Maria FIR,77.7868,15.0724,83.4535
Santa Maria FIR,78.898,14.4958,84.2157
Santa Maria FIR,80.0093,13.9237,85.098
Santa Maria FIR,81.1205,13.2681,86.1441
Santa Maria FIR,82.2317,12.6209,87.1129
Santa Maria FIR,83.343,12.0517,88.1069
Santa Maria FIR,84.4542,11.534,89.0242
Santa Maria FIR,85.5655,10.9388,90.2363
Santa Maria FIR,86.6767,10.2051,91.312
Santa Maria FIR,87.7879,9.6304,92.4536
Santa Maria FIR,88.8992,9.1595,93.3064
Santa Maria FIR,90.0104,8.5536,94.2744
Santa Maria FIR,91.1217,7.944,95.1896
Santa Maria FIR,92.2329,7.3353,95.8025
Santa Maria FIR,93.3441,6.8335,96.6048
Santa Maria FIR,94.4554,6.3025,97.1908
Santa Maria FIR,95.5666,5.6587,98.0545
Santa Maria FIR,96.6779,5.0914,98.5678
Santa Maria FIR,97.7891,4.4028,99.1115
Santa Maria FIR,98.9003,3.45,99.5543
Sarajevo FIR,0.0,100.0,0.0
Sarajevo FIR,1.1114,64.17,0.1898
Sarajevo FIR,2.2227,61.318,0.2802
Sarajevo FIR,3.3341,59.1113,1.2759
Sarajevo FIR,4.4455,57.3446,3.0375
Sarajevo FIR,5.5568,55.8555,4.5138
Sarajevo FIR,6.6682,54.3896,5.7184
Sarajevo FIR,7.7796,53.2607,6.7385
Sarajevo FIR,8.8909,52.383,7.5939
Sarajevo FIR,10.0023,51.4056,8.1512
Sarajevo FIR,11.1137,50.608,8.5853
Sarajevo FIR,12.2251,49.7941,10.1458
Sarajevo FIR,13.3364,49.1051,10.0293
Sarajevo FIR,14.4478,48.3961,10.4642
Sarajevo FIR,15.5592,47.6433,12.247
Sarajevo FIR,16.6705,46.8775,13.4143
Sarajevo FIR,17.7819,46.199,14.677
Sarajevo FIR,18.8933,45.3145,15.199
Sarajevo FIR,20.0046,44.4796,17.4865
Sarajevo FIR,21.116,43.6969,18.4647
Sarajevo FIR,22.2274,42.9346,20.0162
Sarajevo FIR,23.3387,42.31,21.4038
Sarajevo FIR,24.4501,41.6204,22.4847
Sarajevo FIR,25.5615,41.0183,24.1564
Sarajevo FIR,26.6728,40.2865,24.9086
Sarajevo FIR,27.7842,39.6756,27.0098
Sarajevo FIR,28.8956,39.1213,27.7938
Sarajevo FIR,30.0069,38.4707,29.5046
Sarajevo FIR,31.1183,37.8997,32.0658
Sarajevo FIR,32.2297,37.311,33.853
Sarajevo FIR,33.3411,36.7028,35.5662
Sarajevo FIR,34.4524,35.9702,37.9038
Sarajevo FIR,35.5638,35.5071,39.6931
Sarajevo FIR,36.6752,35.0756,41.926
Sarajevo FIR,37.7865,34.3574,42.9168
Sarajevo FIR,38.8979,33.7986,44.7352
Sarajevo FIR,40.0093,33.2246,46.2809
Sarajevo FIR,41.1206,32.7462,48.4046
Sarajevo FIR,42.232,32.1761,49.6966
Sarajevo FIR,43.3434,31.6741,50.9958
Sarajevo FIR,44.4547,31.2087,52.0876
Sarajevo FIR,45.5661,30.7509,54.9589
Sarajevo FIR,46.6775,30.2205,57.0352
Sarajevo FIR,47.7888,29.6844,58.7232
Sarajevo FIR,48.9002,29.1399,60.4122
Sarajevo FIR,50.0116,28.6403,62.2763
Sarajevo FIR,51.1229,28.1045,63.4279
Sarajevo FIR,52.2343,27.5106,66.1371
Sarajevo FIR,53.3457,27.0242,67.8414
Sarajevo FIR,54.4571,26.4594,69.5125
Sarajevo FIR,55.5684,25.8344,71.2456
Sarajevo FIR,56.6798,25.2945,72.0361
Sarajevo FIR,57.7912,24.7596,73.1486
Sarajevo FIR,58.9025,24.1387,74.4795
Sarajevo FIR,60.0139,23.4377,77.5358
Sarajevo FIR,61.1253,22.774,78.9999
Sarajevo FIR,62.2366,22.1993,80.7319
Sarajevo FIR,63.348,21.4976,81.1723
Sarajevo FIR,64.4594,20.7185,82.8022
Sarajevo FIR,65.5707,20.0893,84.3881
Sarajevo FIR,66.6821,19.454,84.7278
Sarajevo FIR,67.7935,18.7178,85.4579
Sarajevo FIR,68.9048,18.0331,86.6498
Sarajevo FIR,70.0162,17.3876,87.7194
Sarajevo FIR,71.1276,16.7247,88.6228
Sarajevo FIR,72.2389,16.0083,89.7709
Sarajevo FIR,73.3503,15.3619,90.4239
Sarajevo FIR,74.4617,14.7389,91.0505
Sarajevo FIR,75.573,14.1177,92.0797
Sarajevo FIR,76.6844,13.3749,92.6384
Sarajevo FIR,77.7958,12.6453,93.2567
Sarajevo FIR,78.9072,12.0707,93.8332
Sarajevo FIR,80.0185,11.5351,94.2532
Sarajevo FIR,81.1299,10.8936,94.4687
Sarajevo FIR,82.2413,10.33,95.0053
Sarajevo FIR,83.3526,9.7277,95.3448
Sarajevo FIR,84.464,9.2726,95.7896
Sarajevo FIR,85.5754,8.7131,96.0568
Sarajevo FIR,86.6867,8.285,96.417
Sarajevo FIR,87.7981,7.838,96.5654
Sarajevo FIR,88.9095,7.2997,97.0721
Sarajevo FIR,90.0208,6.8427,97.4152
Sarajevo FIR,91.1322,6.3801,97.691
Sarajevo FIR,92.2436,5.9218,98.0558
Sarajevo FIR,93.3549,5.4513,98.4022
Sarajevo FIR,94.4663,5.0067,98.897
Sarajevo FIR,95.5777,4.5433,99.1036
Sarajevo FIR,96.689,3.9268,99.4934
Sarajevo FIR,97.8004,3.4427,99.7243
Sarajevo FIR,98.9118,2.6545,99.921
Bucarest FIR,0.0,100.0,0.0
Bucarest FIR,1.1112,83.0854,0.1937
Bucarest FIR,2.2225,79.6308,0.1461
Bucarest FIR,3.3337,77.047,0.3732
Bucarest FIR,4.445,74.6327,0.6441
Bucarest FIR,5.5562,72.509,1.2341
Bucarest FIR,6.6674,70.7603,1.8289
Bucarest FIR,7.7787,69.371,2.1185
Bucarest FIR,8.8899,67.581,3.6924
Bucarest FIR,10.0012,66.1664,5.068
Bucarest FIR,11.1124,64.7862,6.66
Bucarest FIR,12.2236,63.809,8.5097
Bucarest FIR,13.3349,62.7498,10.1662
Bucarest FIR,14.4461,61.7886,11.2168
Bucarest FIR,15.5574,60.8799,13.3861
Bucarest FIR,16.6686,60.1174,14.6824
Bucarest FIR,17.7798,59.2875,16.568
Bucarest FIR,18.8911,58.4076,17.8312
Bucarest FIR,20.0023,57.8041,19.8298
Bucarest FIR,21.1136,56.9919,21.383
Bucarest FIR,22.2248,56.4052,23.1456
Bucarest FIR,23.336,55.7077,24.6475
Bucarest FIR,24.4473,55.051,26.6311
Bucarest FIR,25.5585,54.5343,27.6647
Bucarest FIR,26.6698,53.8611,28.4735
Bucarest FIR,27.781,53.2408,29.7167
Bucarest FIR,28.8922,52.6204,31.6523
Bucarest FIR,30.0035,52.12,32.7279
Bucarest FIR,31.1147,51.4375,35.3423
Bucarest FIR,32.226,50.9531,36.7576
Bucarest FIR,33.3372,50.4006,38.5839
Bucarest FIR,34.4484,49.8449,40.2973
Bucarest FIR,35.5597,49.2098,41.4733
Bucarest FIR,36.6709,48.6965,42.6981
Bucarest FIR,37.7822,48.1522,43.9084
Bucarest FIR,38.8934,47.5695,45.6017
Bucarest FIR,40.0046,47.0274,47.2014
Bucarest FIR,41.1159,46.5258,48.3827
Bucarest FIR,42.2271,45.9722,49.7817
Bucarest FIR,43.3383,45.3386,50.5969
Bucarest FIR,44.4496,44.7437,51.2141
Bucarest FIR,45.5608,44.2538,51.7435
Bucarest FIR,46.6721,43.6429,52.5903
Bucarest FIR,47.7833,43.0914,53.3339
Bucarest FIR,48.8945,42.5405,53.9691
Bucarest FIR,50.0058,41.9901,54.4538
Bucarest FIR,51.117,41.3826,55.3374
Bucarest FIR,52.2283,40.8215,56.1794
Bucarest FIR,53.3395,40.0768,57.1998
Bucarest FIR,54.4507,39.5155,57.9114
Bucarest FIR,55.562,38.8827,58.597
Bucarest FIR,56.6732,38.2917,59.4728
Bucarest FIR,57.7845,37.6998,60.4572
Bucarest FIR,58.8957,37.0621,61.8692
Bucarest FIR,60.0069,36.4463,62.6741
Bucarest FIR,61.1182,35.8646,63.673
Bucarest FIR,62.2294,35.2613,65.1152
Bucarest FIR,63.3407,34.6901,66.4261
Bucarest FIR,64.4519,34.0797,68.2764
Bucarest FIR,65.5631,33.6102,69.2709
Bucarest FIR,66.6744,32.9814,70.0073
Bucarest FIR,67.7856,32.4873,70.6342
Bucarest FIR,68.8969,32.0165,71.5588
Bucarest FIR,70.0081,31.4324,72.9625
Bucarest FIR,71.1193,30.8575,73.9402
Bucarest FIR,72.2306,30.2856,75.6544
Bucarest FIR,73.3418,29.7959,77.0689
Bucarest FIR,74.4531,29.2016,78.4458
Bucarest FIR,75.5643,28.6493,79.7438
Bucarest FIR,76.6755,28.1113,80.7802
Bucarest FIR,77.7868,27.6941,81.8413
Bucarest FIR,78.898,27.1378,82.8523
Bucarest FIR,80.0093,26.571,84.239
Bucarest FIR,81.1205,26.035,85.319
Bucarest FIR,82.2317,25.3229,86.5003
Bucarest FIR,83.343,24.7641,88.2258
Bucarest FIR,84.4542,24.184,89.1326
Bucarest FIR,85.5655,23.6094,90.024
Bucarest FIR,86.6767,22.8368,91.0936
Bucarest FIR,87.7879,22.1164,91.9969
Bucarest FIR,88.8992,21.2814,92.7964
Bucarest FIR,90.0104,20.3673,93.7372
Bucarest FIR,91.1217,19.4507,94.7433
Bucarest FIR,92.2329,18.5606,95.6804
Bucarest FIR,93.3441,17.3792,96.3904
Bucarest FIR,94.4554,16.2035,97.366
Bucarest FIR,95.5666,14.6673,97.8976
Bucarest FIR,96.6779,13.0537,98.5639
Bucarest FIR,97.7891,10.9781,98.9429
Bucarest FIR,98.9003,8.4421,99.5776
Switzerland FIR,0.0,100.0,-0.0
Switzerland FIR,1.1114,88.2675,-0.567
Switzerland FIR,2.2227,85.0756,-0.9189
Switzerland FIR,3.3341,82.7555,-1.2221
Switzerland FIR,4.4455,80.9114,-0.9549
Switzerland FIR,5.5568,79.4504,-0.5759
Switzerland FIR,6.6682,78.2283,0.3185
Switzerland FIR,7.7796,77.0133,-0.1376
Switzerland FIR,8.8909,76.0327,1.0617
Switzerland FIR,10.0023,75.1706,2.3974
Switzerland FIR,11.1137,74.1689,3.3113
Switzerland FIR,12.2251,73.1434,3.666
Switzerland FIR,13.3364,72.0644,5.3445
Switzerland FIR,14.4478,71.3255,6.5718
Switzerland FIR,15.5592,70.3789,7.3026
Switzerland FIR,16.6705,69.4808,8.6116
Switzerland FIR,17.7819,68.6489,11.2955
Switzerland FIR,18.8933,67.7947,11.7995
Switzerland FIR,20.0046,66.9962,13.7197
Switzerland FIR,21.116,66.2085,14.5439
Switzerland FIR,22.2274,65.4779,16.2664
Switzerland FIR,23.3387,64.7558,16.9729
Switzerland FIR,24.4501,64.009,18.4915
Switzerland FIR,25.5615,63.3742,21.9113
Switzerland FIR,26.6728,62.7074,23.8405
Switzerland FIR,27.7842,61.9826,25.1883
Switzerland FIR,28.8956,61.3591,26.295
Switzerland FIR,30.0069,60.7371,28.7208
Switzerland FIR,31.1183,60.0761,30.4561
Switzerland FIR,32.2297,59.3699,33.2752
Switzerland FIR,33.3411,58.7342,34.6034
Switzerland FIR,34.4524,58.2326,37.357
Switzerland FIR,35.5638,57.7779,39.3403
Switzerland FIR,36.6752,57.1665,41.0151
Switzerland FIR,37.7865,56.6646,42.5867
Switzerland FIR,38.8979,55.9917,43.5362
Switzerland FIR,40.0093,55.3605,46.0729
Switzerland FIR,41.1206,54.729,47.7372
Switzerland FIR,42.232,54.1375,49.6766
Switzerland FIR,43.3434,53.5699,51.8061
Switzerland FIR,44.4547,52.9273,54.7995
Switzerland FIR,45.5661,52.3946,55.783
Switzerland FIR,46.6775,51.8561,57.8416
Switzerland FIR,47.7888,51.15,59.7956
Switzerland FIR,48.9002,50.4846,61.1073
Switzerland FIR,50.0116,49.7447,62.1697
Switzerland FIR,51.1229,48.8975,64.1539
Switzerland FIR,52.2343,48.035,65.6265
Switzerland FIR,53.3457,47.2447,67.0274
Switzerland FIR,54.4571,46.5562,68.5277
Switzerland FIR,55.5684,45.5919,70.0561
Switzerland FIR,56.6798,44.667,71.498
Switzerland FIR,57.7912,43.6182,73.317
Switzerland FIR,58.9025,42.5588,74.5055
Switzerland FIR,60.0139,41.4914,75.6742
Switzerland FIR,61.1253,40.1416,77.1477
Switzerland FIR,62.2366,39.0095,78.274
Switzerland FIR,63.348,37.3304,80.3207
Switzerland FIR,64.4594,35.5542,82.0403
Switzerland FIR,65.5707,33.6874,82.9129
Switzerland FIR,66.6821,31.6731,84.3727
Switzerland FIR,67.7935,29.7533,84.66
Switzerland FIR,68.9048,27.6312,85.3393
Switzerland FIR,70.0162,25.425,86.7674
Switzerland FIR,71.1276,21.821,87.8191
Switzerland FIR,72.2389,18.262,88.8235
Switzerland FIR,73.3503,16.6537,89.4471
Switzerland FIR,74.4617,15.3802,90.2237
Switzerland FIR,75.573,14.1094,90.883
Switzerland FIR,76.6844,13.2106,91.5212
Switzerland FIR,77.7958,12.3319,92.5888
Switzerland FIR,78.9072,11.2517,92.9895
Switzerland FIR,80.0185,10.4689,93.4809
Switzerland FIR,81.1299,9.745,93.9424
Switzerland FIR,82.2413,9.0692,94.5769
Switzerland FIR,83.3526,8.3258,95.2249
Switzerland FIR,84.464,7.7648,95.7512
Switzerland FIR,85.5754,7.1925,96.3084
Switzerland FIR,86.6867,6.5403,96.8456
Switzerland FIR,87.7981,5.9534,97.226
Switzerland FIR,88.9095,5.334,97.7091
Switzerland FIR,90.0208,4.7297,98.2118
Switzerland FIR,91.1322,4.1098,98.4351
Switzerland FIR,92.2436,3.5822,98.9156
Switzerland FIR,93.3549,3.1026,99.2524
Switzerland FIR,94.4663,2.6906,99.4911
Switzerland FIR,95.5777,2.311,99.6474
Switzerland FIR,96.689,1.923,99.7847
Switzerland FIR,97.8004,1.543,99.8628
Switzerland FIR,98.9118,1.0562,99.9437
Ankara FIR,0.0,100.0,-0.0005
Ankara FIR,1.1112,81.3548,0.9321
Ankara FIR,2.2225,77.0528,1.9876
Ankara FIR,3.3337,75.1123,2.6545
Ankara FIR,4.445,73.492,3.5921
Ankara FIR,5.5562,72.1143,5.0382
Ankara FIR,6.6674,70.8754,6.0988
Ankara FIR,7.7787,69.845,7.1608
Ankara FIR,8.8899,68.9771,8.3261
Ankara FIR,10.0012,68.1728,9.5742
Ankara FIR,11.1124,67.4243,9.913
Ankara FIR,12.2236,66.772,11.5464
Ankara FIR,13.3349,66.207,13.4126
Ankara FIR,14.4461,65.4862,14.7124
Ankara FIR,15.5574,64.8861,15.3586
Ankara FIR,16.6686,64.3296,16.4894
Ankara FIR,17.7798,63.8741,16.9997
Ankara FIR,18.8911,63.447,17.9984
Ankara FIR,20.0023,62.996,18.7892
Ankara FIR,21.1136,62.5592,19.6314
Ankara FIR,22.2248,62.139,20.3081
Ankara FIR,23.336,61.6569,21.5743
Ankara FIR,24.4473,61.2596,22.331
Ankara FIR,25.5585,60.84,23.1152
Ankara FIR,26.6698,60.4844,23.7314
Ankara FIR,27.781,60.0627,25.6946
Ankara FIR,28.8922,59.5885,26.5542
Ankara FIR,30.0035,59.201,27.3986
Ankara FIR,31.1147,58.8572,29.5878
Ankara FIR,32.226,58.3956,30.5254
Ankara FIR,33.3372,57.9851,31.7786
Ankara FIR,34.4484,57.4862,33.0931
Ankara FIR,35.5597,57.0992,34.5133
Ankara FIR,36.6709,56.6778,35.1742
Ankara FIR,37.7822,56.3221,36.4006
Ankara FIR,38.8934,55.933,37.9819
Ankara FIR,40.0046,55.5861,38.7036
Ankara FIR,41.1159,55.1657,39.2624
Ankara FIR,42.2271,54.7708,40.0933
Ankara FIR,43.3383,54.4344,41.5333
Ankara FIR,44.4496,54.0424,42.9416
Ankara FIR,45.5608,53.6874,44.3632
Ankara FIR,46.6721,53.357,46.329
Ankara FIR,47.7833,52.9539,46.68
Ankara FIR,48.8945,52.4856,47.7838
Ankara FIR,50.0058,52.1682,48.407
Ankara FIR,51.117,51.7808,49.3378
Ankara FIR,52.2283,51.3532,50.2249
Ankara FIR,53.3395,50.9761,50.857
Ankara FIR,54.4507,50.6418,51.9452
Ankara FIR,55.562,50.2985,53.4353
Ankara FIR,56.6732,49.9396,54.9187
Ankara FIR,57.7845,49.5449,56.0199
Ankara FIR,58.8957,49.1699,57.5628
Ankara FIR,60.0069,48.7884,58.6419
Ankara FIR,61.1182,48.431,59.7683
Ankara FIR,62.2294,47.9651,60.8023
Ankara FIR,63.3407,47.5718,61.9294
Ankara FIR,64.4519,47.0959,63.0587
Ankara FIR,65.5631,46.6875,64.3628
Ankara FIR,66.6744,46.296,65.5359
Ankara FIR,67.7856,45.8284,66.7501
Ankara FIR,68.8969,45.4125,68.4655
Ankara FIR,70.0081,44.9909,69.8559
Ankara FIR,71.1193,44.5598,71.233
Ankara FIR,72.2306,44.1302,73.2924
Ankara FIR,73.3418,43.6239,74.3714
Ankara FIR,74.4531,43.1426,75.236
Ankara FIR,75.5643,42.5727,76.4726
Ankara FIR,76.6755,42.0792,78.1789
Ankara FIR,77.7868,41.5475,79.3822
Ankara FIR,78.898,41.0388,81.0453
Ankara FIR,80.0093,40.3787,81.8568
Ankara FIR,81.1205,39.7025,83.361
Ankara FIR,82.2317,39.1006,84.4
Ankara FIR,83.343,38.4255,85.7324
Ankara FIR,84.4542,37.81,86.4536
Ankara FIR,85.5655,37.1004,87.3623
Ankara FIR,86.6767,36.2947,87.9081
Ankara FIR,87.7879,35.568,87.9897
Ankara FIR,88.8992,34.7972,89.4338
Ankara FIR,90.0104,33.797,90.0834
Ankara FIR,91.1217,32.7615,90.588
Ankara FIR,92.2329,31.7218,91.0356
Ankara FIR,93.3441,30.6392,91.8675
Ankara FIR,94.4554,29.4865,93.1235
Ankara FIR,95.5666,28.0956,94.2646
Ankara FIR,96.6779,26.7872,95.5107
Ankara FIR,97.7891,25.3117,96.7761
Ankara FIR,98.9003,22.8951,98.2719
Istanbul FIR,0.0,100.0,0.0
Istanbul FIR,1.1112,85.8927,0.1946
Istanbul FIR,2.2225,82.7999,0.3262
Istanbul FIR,3.3337,80.8109,0.6598
Istanbul FIR,4.445,79.2965,0.8299
Istanbul FIR,5.5562,78.0904,0.8217
Istanbul FIR,6.6674,77.0558,1.244
Istanbul FIR,7.7787,75.913,1.3899
Istanbul FIR,8.8899,75.2089,1.5415
Istanbul FIR,10.0012,74.2908,1.9022
Istanbul FIR,11.1124,73.5432,2.5175
Istanbul FIR,12.2236,72.8019,2.9783
Istanbul FIR,13.3349,72.0924,3.6329
