Hour,Flight distance,Contrail warming,Warming per flight distance,Region
1,0.0001815,0.00012395,0.68291774,Turkmenbashi FIR
2,0.00013795,4.669e-05,0.33847016,Turkmenbashi FIR
3,8.058e-05,-1.103e-05,-0.13682915,Turkmenbashi FIR
4,5.231e-05,-1.334e-05,-0.25503836,Turkmenbashi FIR
5,3.405e-05,-7.39e-06,-0.21698149,Turkmenbashi FIR
6,7.99e-06,-1.51e-06,-0.18857022,Dashoguz FIR
7,1.387e-05,2.47e-06,0.17808933,Dashoguz FIR
8,2.173e-05,5.69e-06,0.26172924,Dashoguz FIR
9,1.935e-05,6.24e-06,0.32232834,Dashoguz FIR
10,1.634e-05,1.046e-05,0.63987677,Dashoguz FIR
11,1.567e-05,1.539e-05,0.98163792,Dashoguz FIR
12,1.72e-05,1.885e-05,1.09595822,Dashoguz FIR
13,1.546e-05,3.541e-05,2.28997356,Dashoguz FIR
14,1.566e-05,3.115e-05,1.98948218,Dashoguz FIR
15,1.932e-05,4.02e-05,2.08139919,Dashoguz FIR
16,1.43e-05,2.403e-05,1.68018299,Dashoguz FIR
17,1.643e-05,2.775e-05,1.68917435,Dashoguz FIR
18,1.24e-05,2.812e-05,2.26773655,Dashoguz FIR
19,1.126e-05,1.917e-05,1.70339703,Dashoguz FIR
20,1.567e-05,6.518e-05,4.16085892,Dashoguz FIR
21,1.439e-05,2.783e-05,1.93394071,Dashoguz FIR
22,1.723e-05,3.542e-05,2.05529564,Dashoguz FIR
23,3.218e-05,4.335e-05,1.34720951,Dashoguz FIR
0,3.318e-05,3.557e-05,1.07193195,Dashoguz FIR
1,3.602e-05,1.771e-05,0.49169262,Dashoguz FIR
2,3.533e-05,3.73e-06,0.10565575,Dashoguz FIR
3,2.42e-05,-3.97e-06,-0.16418973,Dashoguz FIR
4,9.68e-06,-5.32e-06,-0.54950069,Dashoguz FIR
5,1.229e-05,-3.06e-06,-0.24901708,Dashoguz FIR
6,2.705e-05,8.9e-07,0.03308294,Turkmenabat FIR
7,2.153e-05,5.3e-07,0.02483755,Turkmenabat FIR
8,2.355e-05,3.88e-06,0.16478311,Turkmenabat FIR
9,2.937e-05,4.11e-06,0.13996287,Turkmenabat FIR
10,3.128e-05,1.981e-05,0.63324333,Turkmenabat FIR
11,4.437e-05,2.182e-05,0.49175786,Turkmenabat FIR
12,4.534e-05,3.225e-05,0.71127447,Turkmenabat FIR
13,2.926e-05,5.43e-05,1.85612843,Turkmenabat FIR
14,2.08e-05,2.746e-05,1.32039626,Turkmenabat FIR
15,2.656e-05,2.821e-05,1.06248448,Turkmenabat FIR
16,4.07e-05,4.636e-05,1.1390179,Turkmenabat FIR
17,4.598e-05,4.29e-05,0.93290828,Turkmenabat FIR
18,6.044e-05,5.151e-05,0.85218939,Turkmenabat FIR
19,3.012e-05,1.703e-05,0.56541266,Turkmenabat FIR
20,2.562e-05,2.222e-05,0.8671824,Turkmenabat FIR
21,3.423e-05,3.062e-05,0.89451348,Turkmenabat FIR
22,5.954e-05,3.84e-05,0.64495586,Turkmenabat FIR
23,8.665e-05,7.908e-05,0.91264066,Turkmenabat FIR
0,9.746e-05,6.442e-05,0.66095369,Turkmenabat FIR
1,7.241e-05,2.582e-05,0.356593,Turkmenabat FIR
2,7.928e-05,5.22e-06,0.06590335,Turkmenabat FIR
3,6.006e-05,-1.96e-06,-0.03266458,Turkmenabat FIR
4,3.845e-05,-4.1e-06,-0.10672753,Turkmenabat FIR
5,3.161e-05,1.97e-06,0.06235624,Turkmenabat FIR
6,1.032e-05,1.38e-06,0.13365737,Dushanbe FIR
7,8.44e-06,3.63e-06,0.4304318,Dushanbe FIR
8,9.67e-06,9.3e-07,0.09573691,Dushanbe FIR
9,1.43e-05,5.73e-06,0.40077353,Dushanbe FIR
10,1.349e-05,1.115e-05,0.82664573,Dushanbe FIR
11,1.039e-05,3.02e-06,0.29081101,Dushanbe FIR
12,1.109e-05,1.11e-05,1.0014718,Dushanbe FIR
13,1.033e-05,7.32e-06,0.70807844,Dushanbe FIR
14,7.95e-06,1.01e-05,1.27064382,Dushanbe FIR
15,8.26e-06,8.01e-06,0.96937512,Dushanbe FIR
16,8.86e-06,6.85e-06,0.7731959,Dushanbe FIR
17,1.026e-05,1.121e-05,1.09303728,Dushanbe FIR
18,1.443e-05,2.37e-05,1.64195537,Dushanbe FIR
19,1.123e-05,1.86e-05,1.65653838,Dushanbe FIR
20,1.216e-05,1.108e-05,0.91122852,Dushanbe FIR
21,1.644e-05,1.26e-05,0.76662242,Dushanbe FIR
22,2.125e-05,2.588e-05,1.21800802,Dushanbe FIR
23,2.352e-05,2.194e-05,0.93295623,Dushanbe FIR
0,1.935e-05,8.07e-06,0.41697976,Dushanbe FIR
1,1.457e-05,4.63e-06,0.31763349,Dushanbe FIR
2,1.405e-05,6.5e-07,0.04614358,Dushanbe FIR
3,1.559e-05,-1.23e-06,-0.07871853,Dushanbe FIR
4,1.977e-05,1.5e-07,0.00741713,Dushanbe FIR
5,1.116e-05,-2.7e-07,-0.02394817,Dushanbe FIR
6,3.466e-05,-7.95e-06,-0.22950214,Samarkand FIR
7,3.317e-05,-3.7e-07,-0.0111461,Samarkand FIR
8,4.43e-05,6.07e-06,0.13693683,Samarkand FIR
9,5.126e-05,1.39e-05,0.27109488,Samarkand FIR
10,4.936e-05,2.79e-05,0.56538081,Samarkand FIR
11,5.433e-05,5.959e-05,1.09670767,Samarkand FIR
12,6.395e-05,0.0001008,1.57609538,Samarkand FIR
13,6.147e-05,0.00014412,2.34479508,Samarkand FIR
14,3.313e-05,5.55e-05,1.67515664,Samarkand FIR
15,3.826e-05,6.909e-05,1.80604847,Samarkand FIR
16,5.614e-05,0.00013093,2.33237047,Samarkand FIR
17,5.965e-05,0.0001193,2.00006493,Samarkand FIR
18,5.204e-05,0.00010811,2.07721048,Samarkand FIR
19,2.932e-05,5.482e-05,1.86958723,Samarkand FIR
20,4.989e-05,8.746e-05,1.75279181,Samarkand FIR
21,5.428e-05,0.00013829,2.54749321,Samarkand FIR
22,7.986e-05,0.00013908,1.74159362,Samarkand FIR
23,0.00012078,0.0001557,1.28917036,Samarkand FIR
0,0.00012143,0.00010415,0.85774051,Samarkand FIR
1,8.26e-05,4.34e-05,0.52544213,Samarkand FIR
2,7.711e-05,2.48e-06,0.03212284,Samarkand FIR
3,5.853e-05,-1.169e-05,-0.19972746,Samarkand FIR
4,5.729e-05,-1.441e-05,-0.2514276,Samarkand FIR
5,3.617e-05,-9.26e-06,-0.2561366,Samarkand FIR
6,7.894e-05,-3.654e-05,-0.46282288,Tashkent FIR
7,6.563e-05,-5.12e-06,-0.0780266,Tashkent FIR
8,7.177e-05,2.108e-05,0.29373415,Tashkent FIR
9,0.00010224,4.729e-05,0.46256873,Tashkent FIR
10,9.648e-05,7.871e-05,0.81582474,Tashkent FIR
11,8.773e-05,8.615e-05,0.98193912,Tashkent FIR
12,9.753e-05,0.00019462,1.9953798,Tashkent FIR
13,0.00010788,0.00027616,2.55981758,Tashkent FIR
14,0.00010208,0.00030177,2.95615633,Tashkent FIR
15,0.00012708,0.00034061,2.6803586,Tashkent FIR
16,0.00010855,0.00028716,2.64542828,Tashkent FIR
17,0.00010802,0.00023025,2.13154139,Tashkent FIR
18,9.51e-05,0.00024664,2.59355712,Tashkent FIR
19,7.135e-05,0.00015924,2.23177241,Tashkent FIR
20,8.1e-05,0.00021255,2.62417261,Tashkent FIR
21,9.894e-05,0.00022092,2.23281995,Tashkent FIR
22,0.00012728,0.00024821,1.95018419,Tashkent FIR
23,0.00018374,0.00026691,1.45266401,Tashkent FIR
0,0.00019103,0.0002312,1.21028851,Tashkent FIR
1,0.00014673,8.472e-05,0.57734189,Tashkent FIR
2,0.00015779,2.54e-06,0.01612034,Tashkent FIR
3,0.00014014,-5.282e-05,-0.37690614,Tashkent FIR
4,0.00013314,-6.927e-05,-0.52028716,Tashkent FIR
5,9.363e-05,-3.39e-05,-0.36204534,Tashkent FIR
6,0.00178993,0.00179677,1.00382351,Moscow FIR
7,0.00191275,0.00210073,1.0982804,Moscow FIR
8,0.00197982,0.00251426,1.26994224,Moscow FIR
9,0.00210037,0.00287972,1.37105562,Moscow FIR
10,0.00202759,0.00369622,1.82296105,Moscow FIR
11,0.00200986,0.00447082,2.22444179,Moscow FIR
12,0.00212396,0.00572248,2.69424337,Moscow FIR
13,0.00228437,0.00668557,2.92666113,Moscow FIR
14,0.00236435,0.0082303,3.48099461,Moscow FIR
15,0.00270251,0.01101055,4.07419618,Moscow FIR
16,0.00245812,0.01054681,4.29060736,Moscow FIR
17,0.00213087,0.00925254,4.34214704,Moscow FIR
18,0.00213465,0.00984617,4.61253888,Moscow FIR
19,0.00212512,0.01036889,4.87920918,Moscow FIR
20,0.00215719,0.0099346,4.60534305,Moscow FIR
21,0.00165159,0.0073449,4.44717301,Moscow FIR
22,0.00151589,0.00682355,4.50133646,Moscow FIR
23,0.00131838,0.00544916,4.13323529,Moscow FIR
0,0.00101592,0.0043248,4.25701246,Moscow FIR
1,0.00113183,0.00371738,3.2843901,Moscow FIR
2,0.00130115,0.00288464,2.21700418,Moscow FIR
3,0.00134889,0.00231432,1.71572513,Moscow FIR
4,0.00148782,0.00197321,1.32624717,Moscow FIR
5,0.00170436,0.00167907,0.98516382,Moscow FIR
6,0.00014206,0.00033575,2.3635121,Syktyvkar FIR
7,0.00011554,0.00033538,2.90278805,Syktyvkar FIR
8,0.0001541,0.0004321,2.80398509,Syktyvkar FIR
9,0.00023935,0.00051735,2.16145606,Syktyvkar FIR
10,0.00033743,0.00080759,2.39334376,Syktyvkar FIR
11,0.00030931,0.00103067,3.33219829,Syktyvkar FIR
12,0.00025326,0.00093385,3.68731304,Syktyvkar FIR
13,0.0002346,0.00101381,4.32146731,Syktyvkar FIR
14,0.00022037,0.00099638,4.52139263,Syktyvkar FIR
15,0.00019284,0.00100968,5.23591793,Syktyvkar FIR
16,0.00022723,0.001452,6.3899877,Syktyvkar FIR
17,0.00026555,0.00158255,5.95943898,Syktyvkar FIR
18,0.00020223,0.00133569,6.60463773,Syktyvkar FIR
19,0.00014816,0.00105334,7.10969639,Syktyvkar FIR
20,0.00014804,0.00113921,7.69547044,Syktyvkar FIR
21,0.00014403,0.00111501,7.74156477,Syktyvkar FIR
22,0.00014163,0.00068667,4.84837413,Syktyvkar FIR
23,0.00021134,0.00097134,4.59606398,Syktyvkar FIR
0,0.00029783,0.00119993,4.0289459,Syktyvkar FIR
1,0.00035833,0.00103605,2.89132111,Syktyvkar FIR
2,0.000273,0.00060208,2.20540257,Syktyvkar FIR
3,0.00015326,0.00038752,2.52856714,Syktyvkar FIR
4,8.687e-05,0.00015007,1.72757235,Syktyvkar FIR
5,0.00011162,0.00026753,2.39682873,Syktyvkar FIR
6,0.00043966,0.00059336,1.34957542,Samara FIR
7,0.00047052,0.00074039,1.5735579,Samara FIR
8,0.0004886,0.0007941,1.62525221,Samara FIR
9,0.00049577,0.00111676,2.25257466,Samara FIR
10,0.00047074,0.0011263,2.392597,Samara FIR
11,0.00047277,0.00139206,2.94448105,Samara FIR
12,0.00047494,0.00170566,3.59131825,Samara FIR
13,0.00056741,0.00239155,4.21481577,Samara FIR
14,0.00052639,0.00249135,4.73289256,Samara FIR
15,0.00062033,0.00324973,5.23870783,Samara FIR
16,0.00075544,0.00437466,5.79090437,Samara FIR
17,0.00066991,0.00399853,5.96872352,Samara FIR
18,0.00059303,0.00335306,5.65412173,Samara FIR
19,0.00058646,0.00362688,6.18439868,Samara FIR
20,0.00066872,0.00423812,6.33763725,Samara FIR
21,0.00069849,0.00440646,6.30854868,Samara FIR
22,0.00071472,0.00415867,5.81860771,Samara FIR
23,0.00076812,0.00366727,4.77435572,Samara FIR
0,0.00079819,0.00284638,3.56604136,Samara FIR
1,0.00071292,0.0016457,2.30838057,Samara FIR
2,0.0008015,0.00142275,1.77511256,Samara FIR
3,0.00071443,0.00101914,1.42650788,Samara FIR
4,0.0006693,0.00076988,1.15028056,Samara FIR
5,0.00050657,0.0004251,0.83917836,Samara FIR
6,0.00258713,-0.00013406,-0.051817,Mumbai FIR
7,0.0030757,-0.00020498,-0.06664351,Mumbai FIR
8,0.00317274,-0.0001651,-0.052037,Mumbai FIR
9,0.00288961,-0.00011298,-0.03909733,Mumbai FIR
10,0.00244656,8.62e-06,0.00352193,Mumbai FIR
11,0.00224428,0.00017347,0.07729476,Mumbai FIR
12,0.00247176,0.00048289,0.19536402,Mumbai FIR
13,0.00247823,0.00062152,0.250791,Mumbai FIR
14,0.00246683,0.00071756,0.29088213,Mumbai FIR
15,0.00257985,0.000909,0.35234589,Mumbai FIR
16,0.00310419,0.00133743,0.43084749,Mumbai FIR
17,0.00339118,0.00132879,0.39183569,Mumbai FIR
18,0.00366771,0.00159041,0.43362515,Mumbai FIR
19,0.00342369,0.00153518,0.448398,Mumbai FIR
20,0.00325681,0.00119683,0.36748525,Mumbai FIR
21,0.00339824,0.00127643,0.37561575,Mumbai FIR
22,0.00311333,0.00149881,0.48141731,Mumbai FIR
23,0.00306908,0.00211306,0.68850156,Mumbai FIR
0,0.00320116,0.00152021,0.47489225,Mumbai FIR
1,0.00364131,0.00040808,0.11207036,Mumbai FIR
2,0.0037879,-7.916e-05,-0.02089909,Mumbai FIR
3,0.00330396,-0.00013683,-0.04141263,Mumbai FIR
4,0.00257838,-0.00010216,-0.03961996,Mumbai FIR
5,0.00262134,-5.617e-05,-0.02142762,Mumbai FIR
6,0.00029679,-0.00024905,-0.83913535,Colombo FIR
7,0.00014526,-9.205e-05,-0.63366685,Colombo FIR
8,0.00016248,-4.658e-05,-0.28666906,Colombo FIR
9,0.00019833,-3.609e-05,-0.18195728,Colombo FIR
10,0.00024542,8.071e-05,0.32885693,Colombo FIR
11,0.00027485,0.0003945,1.43532633,Colombo FIR
12,0.00029047,0.00085631,2.94799553,Colombo FIR
13,0.00020595,0.00050141,2.4346023,Colombo FIR
14,0.00026014,0.00059427,2.28442057,Colombo FIR
15,0.00038871,0.00110438,2.84114106,Colombo FIR
16,0.00045167,0.00130165,2.88188943,Colombo FIR
17,0.00039797,0.00096051,2.41353529,Colombo FIR
18,0.0003238,0.0006366,1.96603761,Colombo FIR
19,0.00027569,0.00054336,1.97088341,Colombo FIR
20,0.00047979,0.00176531,3.67934256,Colombo FIR
21,0.00076457,0.00380046,4.97072772,Colombo FIR
22,0.00047189,0.00174442,3.69665525,Colombo FIR
23,0.00032572,0.0005907,1.81351742,Colombo FIR
0,0.00026002,0.00018596,0.71518943,Colombo FIR
1,0.00010673,-7.492e-05,-0.70197316,Colombo FIR
2,7.697e-05,-7.367e-05,-0.95720258,Colombo FIR
3,0.00026104,-0.00016987,-0.65072656,Colombo FIR
4,0.00036003,-0.00038932,-1.08137034,Colombo FIR
5,0.00032308,-0.00038322,-1.186119,Colombo FIR
6,0.00027215,2.58e-06,0.00949667,Phnom Penh FIR
7,0.00029497,1.542e-05,0.05226348,Phnom Penh FIR
8,0.00032157,2.713e-05,0.08438083,Phnom Penh FIR
9,0.00028746,9.139e-05,0.31791816,Phnom Penh FIR
10,0.00028648,7.89e-05,0.27540602,Phnom Penh FIR
11,0.00023508,7.144e-05,0.30391134,Phnom Penh FIR
12,0.00025676,0.00013611,0.53011948,Phnom Penh FIR
13,0.0002975,0.00016258,0.5464935,Phnom Penh FIR
14,0.0002721,0.00014877,0.54671995,Phnom Penh FIR
15,0.00022302,0.0001297,0.58156457,Phnom Penh FIR
16,0.00026073,0.00014249,0.54648697,Phnom Penh FIR
17,0.00016966,0.00010067,0.5933317,Phnom Penh FIR
18,0.00015796,7.833e-05,0.49588298,Phnom Penh FIR
19,0.00011311,5.582e-05,0.49350695,Phnom Penh FIR
20,9.62e-05,0.000133,1.38255123,Phnom Penh FIR
21,5.797e-05,5.348e-05,0.92265548,Phnom Penh FIR
22,4.686e-05,2.437e-05,0.52001619,Phnom Penh FIR
23,5.975e-05,1.272e-05,0.21293665,Phnom Penh FIR
0,0.00011691,2.47e-06,0.02112938,Phnom Penh FIR
1,0.00013244,6.33e-06,0.04776497,Phnom Penh FIR
2,0.00023382,5.97e-06,0.02552973,Phnom Penh FIR
3,0.00024001,3.37e-06,0.0140388,Phnom Penh FIR
4,0.00030135,3.24e-06,0.01074472,Phnom Penh FIR
5,0.00024489,6.8e-06,0.0277648,Phnom Penh FIR
6,0.00184655,-0.00022133,-0.11986377,Kolkata FIR
7,0.00156062,-0.00011864,-0.076022,Kolkata FIR
8,0.00159562,-5.873e-05,-0.03680983,Kolkata FIR
9,0.00158394,-5.41e-06,-0.00341381,Kolkata FIR
10,0.00175317,0.00010617,0.06055931,Kolkata FIR
11,0.0015877,0.00032689,0.20589111,Kolkata FIR
12,0.00126228,0.00036713,0.29084488,Kolkata FIR
13,0.00124562,0.00029689,0.2383455,Kolkata FIR
14,0.00134922,0.00044524,0.32999952,Kolkata FIR
15,0.00151118,0.00055779,0.36910691,Kolkata FIR
16,0.0015887,0.00060001,0.37767318,Kolkata FIR
17,0.00139481,0.000622,0.4459381,Kolkata FIR
18,0.00123682,0.00056017,0.45290938,Kolkata FIR
19,0.0013854,0.00060725,0.43831836,Kolkata FIR
20,0.00170838,0.00095369,0.55824444,Kolkata FIR
21,0.00174842,0.00113894,0.6514079,Kolkata FIR
22,0.00149211,0.00063194,0.42352171,Kolkata FIR
23,0.00097066,0.00027628,0.2846279,Kolkata FIR
0,0.00071381,5.642e-05,0.07904539,Kolkata FIR
1,0.00086017,-4.038e-05,-0.04693978,Kolkata FIR
2,0.0012424,-5.541e-05,-0.04459848,Kolkata FIR
3,0.00154384,-0.00013046,-0.08450632,Kolkata FIR
4,0.00192192,-0.00017987,-0.09358643,Kolkata FIR
5,0.00201557,-0.0002603,-0.12914244,Kolkata FIR
6,0.00024661,-8.85e-06,-0.03589976,Dhaka FIR
7,0.0001977,-6.38e-06,-0.0322709,Dhaka FIR
8,0.00018039,-1.6e-06,-0.00886272,Dhaka FIR
9,0.00022068,2.89e-06,0.01309151,Dhaka FIR
10,0.00020777,2.08e-05,0.1001206,Dhaka FIR
11,0.00021446,5.129e-05,0.23917815,Dhaka FIR
12,0.00017758,4.392e-05,0.24731504,Dhaka FIR
13,0.00016263,4.173e-05,0.2565828,Dhaka FIR
14,0.00015901,4.371e-05,0.27491195,Dhaka FIR
15,0.00017474,7.383e-05,0.42250955,Dhaka FIR
16,0.00015084,6.266e-05,0.41541191,Dhaka FIR
17,0.00016289,4.627e-05,0.28402491,Dhaka FIR
18,0.00016338,3.638e-05,0.22266615,Dhaka FIR
19,0.00017016,3.916e-05,0.23012723,Dhaka FIR
20,0.000203,6.702e-05,0.33012128,Dhaka FIR
21,0.00021468,6.947e-05,0.32360314,Dhaka FIR
22,0.0001577,3.415e-05,0.21654567,Dhaka FIR
23,0.00013082,9.9e-06,0.07564504,Dhaka FIR
0,0.00010763,-4e-07,-0.00367917,Dhaka FIR
1,0.00012591,-2.34e-06,-0.01860907,Dhaka FIR
2,0.00012377,-2.14e-06,-0.01731721,Dhaka FIR
3,0.00016228,-1.86e-06,-0.01144076,Dhaka FIR
4,0.0002744,-1.699e-05,-0.06189907,Dhaka FIR
5,0.0002411,-1.297e-05,-0.05377388,Dhaka FIR
6,0.00148115,-0.00019277,-0.1301517,Hong Kong FIR
7,0.00138844,-0.00011786,-0.08488378,Hong Kong FIR
8,0.00127735,1.108e-05,0.00867342,Hong Kong FIR
9,0.00136806,0.00015864,0.11596292,Hong Kong FIR
10,0.00131157,0.00037331,0.28462742,Hong Kong FIR
11,0.00128748,0.00027311,0.21212631,Hong Kong FIR
12,0.00137663,0.0004639,0.33697954,Hong Kong FIR
13,0.00142201,0.00051747,0.36389652,Hong Kong FIR
14,0.0013805,0.00048996,0.35491473,Hong Kong FIR
15,0.00119253,0.00034991,0.29342106,Hong Kong FIR
16,0.00099478,0.00026917,0.27058167,Hong Kong FIR
17,0.000912,0.00027093,0.29707499,Hong Kong FIR
18,0.00092218,0.00021911,0.23760047,Hong Kong FIR
19,0.00094688,0.00047984,0.50676129,Hong Kong FIR
20,0.00099975,0.0004509,0.4510178,Hong Kong FIR
21,0.00100231,0.00018042,0.18000406,Hong Kong FIR
22,0.00071444,2.05e-06,0.00287174,Hong Kong FIR
23,0.00044481,-3.702e-05,-0.0832279,Hong Kong FIR
0,0.00037427,-4.596e-05,-0.12280658,Hong Kong FIR
1,0.00081371,-0.00013035,-0.16018556,Hong Kong FIR
2,0.00112072,-0.0001825,-0.16283792,Hong Kong FIR
3,0.00115785,-0.0002002,-0.17291033,Hong Kong FIR
4,0.00135181,-0.0002418,-0.17886937,Hong Kong FIR
5,0.00132819,-0.00019875,-0.14964065,Hong Kong FIR
6,0.0011909,-4.987e-05,-0.04187839,Delhi FIR
7,0.00115494,-6.453e-05,-0.05587688,Delhi FIR
8,0.00106309,-7.019e-05,-0.06602412,Delhi FIR
9,0.00113372,-6.156e-05,-0.05429853,Delhi FIR
10,0.00113386,-2.704e-05,-0.02384603,Delhi FIR
11,0.0011338,6.691e-05,0.05901035,Delhi FIR
12,0.00112064,0.00014199,0.12670898,Delhi FIR
13,0.00108504,0.00014389,0.13261296,Delhi FIR
14,0.0010659,0.00012613,0.11832782,Delhi FIR
15,0.00101389,8.694e-05,0.08574434,Delhi FIR
16,0.00102308,0.00012288,0.12010445,Delhi FIR
17,0.00106991,0.00014788,0.13821257,Delhi FIR
18,0.00094822,0.00014842,0.15652229,Delhi FIR
19,0.00081661,0.00012468,0.15268172,Delhi FIR
20,0.00071592,0.0001522,0.21259649,Delhi FIR
21,0.00078038,0.00017219,0.22065043,Delhi FIR
22,0.00082823,0.0001918,0.23157784,Delhi FIR
23,0.00058688,0.00012397,0.21123728,Delhi FIR
0,0.00052083,6.418e-05,0.12322742,Delhi FIR
1,0.00071441,1.952e-05,0.02732458,Delhi FIR
2,0.00096673,-2.691e-05,-0.02783602,Delhi FIR
3,0.0011953,-4.755e-05,-0.03977872,Delhi FIR
4,0.00121035,-4.779e-05,-0.03948646,Delhi FIR
5,0.00117374,-5.47e-05,-0.04660492,Delhi FIR
6,0.00037089,-2.629e-05,-0.07087709,Vientiane FIR
7,0.00039401,-2.373e-05,-0.06022176,Vientiane FIR
8,0.00040169,-4.23e-06,-0.01053623,Vientiane FIR
9,0.00037879,6.723e-05,0.17748568,Vientiane FIR
10,0.00044834,0.00011949,0.2665177,Vientiane FIR
11,0.00042707,0.00014897,0.34882663,Vientiane FIR
12,0.00037392,0.00014568,0.389607,Vientiane FIR
13,0.00045208,0.00017863,0.39512541,Vientiane FIR
14,0.000468,0.00021887,0.46767901,Vientiane FIR
15,0.00040019,0.00022671,0.56650298,Vientiane FIR
16,0.00045151,0.00024265,0.5374176,Vientiane FIR
17,0.00039071,0.00016826,0.43064136,Vientiane FIR
18,0.00039731,0.00020943,0.52711805,Vientiane FIR
19,0.00037066,0.0002925,0.78913325,Vientiane FIR
20,0.00033246,0.00024766,0.74493165,Vientiane FIR
21,0.00035507,0.00024307,0.68457298,Vientiane FIR
22,0.00025492,7.677e-05,0.30113552,Vientiane FIR
23,0.00015653,2.447e-05,0.15634703,Vientiane FIR
0,0.00016445,4.77e-06,0.02898973,Vientiane FIR
1,0.00017218,5.16e-06,0.02999463,Vientiane FIR
2,0.00022532,-6.26e-06,-0.02780302,Vientiane FIR
3,0.00033615,-1.109e-05,-0.03300383,Vientiane FIR
4,0.00033857,-7.06e-06,-0.02085781,Vientiane FIR
5,0.00038689,-3.22e-05,-0.08323262,Vientiane FIR
6,5.91e-05,-1.35e-06,-0.02290538,Kathmandu FIR
7,5.435e-05,-5.9e-07,-0.01079963,Kathmandu FIR
8,5.081e-05,-7.4e-07,-0.01460463,Kathmandu FIR
9,5.392e-05,-5.7e-07,-0.0104913,Kathmandu FIR
10,5.827e-05,7.1e-07,0.01214988,Kathmandu FIR
11,4.979e-05,1.56e-06,0.0313938,Kathmandu FIR
12,6.117e-05,8.68e-06,0.14190974,Kathmandu FIR
13,5.153e-05,1.122e-05,0.21768085,Kathmandu FIR
14,3.858e-05,3.17e-06,0.08212876,Kathmandu FIR
15,3.51e-05,3.35e-06,0.09531796,Kathmandu FIR
16,3.528e-05,6.93e-06,0.19645902,Kathmandu FIR
17,3.941e-05,8.31e-06,0.21095655,Kathmandu FIR
18,3.803e-05,7.6e-06,0.19980331,Kathmandu FIR
19,2.427e-05,4e-06,0.16484181,Kathmandu FIR
20,1.763e-05,4.02e-06,0.22817598,Kathmandu FIR
21,2.484e-05,4.99e-06,0.20109826,Kathmandu FIR
22,1.777e-05,2.22e-06,0.12484437,Kathmandu FIR
23,1.045e-05,2.24e-06,0.21427565,Kathmandu FIR
0,8.1e-06,6.6e-07,0.08164157,Kathmandu FIR
1,8.06e-06,2.4e-07,0.02989642,Kathmandu FIR
2,1.36e-05,2e-07,0.01439664,Kathmandu FIR
3,3.824e-05,-3.5e-07,-0.00921725,Kathmandu FIR
4,4.847e-05,-4.6e-07,-0.00956688,Kathmandu FIR
5,5.38e-05,-1.89e-06,-0.03508002,Kathmandu FIR
6,0.00247225,-0.00065993,-0.26693338,Chennai FIR
7,0.00229628,-0.00051212,-0.22301936,Chennai FIR
8,0.00203014,-0.00019211,-0.09462826,Chennai FIR
9,0.00200105,-0.00010035,-0.05014696,Chennai FIR
10,0.0020472,0.00026936,0.13157376,Chennai FIR
11,0.00216464,0.00090661,0.41882603,Chennai FIR
12,0.00174755,0.00114075,0.65276832,Chennai FIR
13,0.00173839,0.00130561,0.75104584,Chennai FIR
14,0.00197483,0.00207569,1.05107419,Chennai FIR
15,0.00250782,0.00280945,1.12027223,Chennai FIR
16,0.00278692,0.00287613,1.03201247,Chennai FIR
17,0.00292092,0.00280083,0.95888532,Chennai FIR
18,0.00256923,0.00216497,0.84265264,Chennai FIR
19,0.00227494,0.00174186,0.76567223,Chennai FIR
20,0.00251804,0.00278069,1.10430817,Chennai FIR
21,0.00276052,0.00364721,1.32120358,Chennai FIR
22,0.00258738,0.00414084,1.60040033,Chennai FIR
23,0.00183369,0.00235624,1.28497572,Chennai FIR
0,0.00134953,0.00056616,0.41952725,Chennai FIR
1,0.00149767,-2.167e-05,-0.01446708,Chennai FIR
2,0.00208984,-0.00026259,-0.12564992,Chennai FIR
3,0.00228408,-0.00031124,-0.13626386,Chennai FIR
4,0.00230825,-0.00047628,-0.20633808,Chennai FIR
5,0.00251686,-0.00064402,-0.2558833,Chennai FIR
6,5.673e-05,-4.015e-05,-0.70779406,Male FIR
7,7.871e-05,-3.324e-05,-0.42233652,Male FIR
8,3.308e-05,-1.821e-05,-0.5504932,Male FIR
9,7.283e-05,-2.355e-05,-0.32333878,Male FIR
10,6.746e-05,-1.951e-05,-0.28922514,Male FIR
11,5.382e-05,3.377e-05,0.62744009,Male FIR
12,4.252e-05,7.138e-05,1.67862546,Male FIR
13,2.502e-05,3.408e-05,1.36196944,Male FIR
14,2.485e-05,4.205e-05,1.69202032,Male FIR
15,7.251e-05,0.00013345,1.84046722,Male FIR
16,5.357e-05,0.0001304,2.43446035,Male FIR
17,7.269e-05,0.0001959,2.69481875,Male FIR
18,4.105e-05,6.749e-05,1.64404372,Male FIR
19,3.071e-05,7.355e-05,2.39465721,Male FIR
20,2.654e-05,0.00010249,3.86201561,Male FIR
21,1.98e-05,0.0001377,6.95581237,Male FIR
22,8.278e-05,0.00039028,4.71448721,Male FIR
23,7.041e-05,0.00017615,2.50176121,Male FIR
0,1.605e-05,2.133e-05,1.3289819,Male FIR
1,1.866e-05,9.1e-07,0.04874951,Male FIR
2,2.932e-05,-2.351e-05,-0.80201631,Male FIR
3,6.554e-05,-0.00011046,-1.68530633,Male FIR
4,6.438e-05,-7.347e-05,-1.14109393,Male FIR
