Hour,Flight distance,Contrail warming,Warming per flight distance,Region
5,7.529e-05,-7.317e-05,-0.97190644,Male FIR
6,0.0021125,-0.00021838,-0.10337648,Bangkok FIR
7,0.00206502,-0.00026557,-0.12860252,Bangkok FIR
8,0.00234051,-0.0001104,-0.04716885,Bangkok FIR
9,0.0022158,0.00018861,0.08512179,Bangkok FIR
10,0.00231292,0.00058911,0.25470331,Bangkok FIR
11,0.00217769,0.00104423,0.47951166,Bangkok FIR
12,0.00231122,0.00121238,0.52456339,Bangkok FIR
13,0.00213133,0.00118469,0.55584409,Bangkok FIR
14,0.00205982,0.00100665,0.488709,Bangkok FIR
15,0.00189937,0.00177137,0.93261005,Bangkok FIR
16,0.00183167,0.0015309,0.83579387,Bangkok FIR
17,0.00140256,0.0008633,0.61551435,Bangkok FIR
18,0.00135213,0.00098007,0.7248332,Bangkok FIR
19,0.00118706,0.00090882,0.76560299,Bangkok FIR
20,0.00096587,0.00099128,1.02630533,Bangkok FIR
21,0.00101344,0.00121591,1.19978815,Bangkok FIR
22,0.00087713,0.00079963,0.91163833,Bangkok FIR
23,0.00073605,0.00015443,0.20981226,Bangkok FIR
0,0.00097065,-6.588e-05,-0.06787456,Bangkok FIR
1,0.00135549,-0.00021312,-0.15722871,Bangkok FIR
2,0.00161284,-0.00020044,-0.12427548,Bangkok FIR
3,0.00198425,-0.00017681,-0.08910428,Bangkok FIR
4,0.00199878,-0.0001756,-0.08785374,Bangkok FIR
5,0.00195299,-0.00011067,-0.05666707,Bangkok FIR
6,0.00165944,-0.00035,-0.2109158,Ho Chi Minh FIR
7,0.00176226,-0.00029228,-0.16585802,Ho Chi Minh FIR
8,0.00187217,7.164e-05,0.03826684,Ho Chi Minh FIR
9,0.00181386,0.00092447,0.50967313,Ho Chi Minh FIR
10,0.00168383,0.00146131,0.86785142,Ho Chi Minh FIR
11,0.00166863,0.00201145,1.20545091,Ho Chi Minh FIR
12,0.00164391,0.00233333,1.4193815,Ho Chi Minh FIR
13,0.00169834,0.00270838,1.59471938,Ho Chi Minh FIR
14,0.00152641,0.00270976,1.77525098,Ho Chi Minh FIR
15,0.00147466,0.00196805,1.33457497,Ho Chi Minh FIR
16,0.00132763,0.00146146,1.10080726,Ho Chi Minh FIR
17,0.00126885,0.00122687,0.96691255,Ho Chi Minh FIR
18,0.00120011,0.00151933,1.26599514,Ho Chi Minh FIR
19,0.00109966,0.00208962,1.90023217,Ho Chi Minh FIR
20,0.00109631,0.0019534,1.7818,Ho Chi Minh FIR
21,0.00079454,0.00113952,1.43418932,Ho Chi Minh FIR
22,0.00059545,0.00031177,0.52359367,Ho Chi Minh FIR
23,0.00047529,-3.86e-05,-0.08120932,Ho Chi Minh FIR
0,0.0007172,-0.00015443,-0.21532787,Ho Chi Minh FIR
1,0.00110235,-0.0002835,-0.25718272,Ho Chi Minh FIR
2,0.00146925,-0.00033342,-0.22693264,Ho Chi Minh FIR
3,0.00204094,-0.00050865,-0.24922477,Ho Chi Minh FIR
4,0.00183374,-0.00040751,-0.22222649,Ho Chi Minh FIR
5,0.00173294,-0.0003775,-0.21784025,Ho Chi Minh FIR
6,0.00058199,-2.284e-05,-0.03924259,Hanoi FIR
7,0.00057791,-1.503e-05,-0.02600364,Hanoi FIR
8,0.00060526,-1.412e-05,-0.02333551,Hanoi FIR
9,0.0006043,1.541e-05,0.0255023,Hanoi FIR
10,0.00066658,8.288e-05,0.12433122,Hanoi FIR
11,0.00058159,0.00011749,0.20201684,Hanoi FIR
12,0.00056355,8.054e-05,0.14291849,Hanoi FIR
13,0.00067725,0.00011891,0.17558014,Hanoi FIR
14,0.00071012,0.00012927,0.18204524,Hanoi FIR
15,0.00061783,0.00012124,0.1962431,Hanoi FIR
16,0.00059312,5.859e-05,0.09878416,Hanoi FIR
17,0.00051014,5.592e-05,0.10962518,Hanoi FIR
18,0.00049063,5.553e-05,0.11318745,Hanoi FIR
19,0.00040841,0.00010406,0.25479059,Hanoi FIR
20,0.00032871,8.017e-05,0.24389927,Hanoi FIR
21,0.00029293,5.209e-05,0.17783599,Hanoi FIR
22,0.00026959,1.87e-05,0.06937323,Hanoi FIR
23,0.00018357,-5.42e-06,-0.02952103,Hanoi FIR
0,0.00032314,-1.664e-05,-0.05149134,Hanoi FIR
1,0.00045489,-1.342e-05,-0.029511,Hanoi FIR
2,0.00044258,-3.926e-05,-0.08871328,Hanoi FIR
3,0.00058129,-4.235e-05,-0.07285653,Hanoi FIR
4,0.00054295,-1.992e-05,-0.03669136,Hanoi FIR
5,0.00059263,-1.48e-05,-0.02497714,Hanoi FIR
6,0.00065641,-9.161e-05,-0.13956852,Yangon FIR
7,0.00068016,-6.886e-05,-0.10123406,Yangon FIR
8,0.00064587,-3.169e-05,-0.04905855,Yangon FIR
9,0.00054867,4.075e-05,0.07427067,Yangon FIR
10,0.00057562,0.00016702,0.29015124,Yangon FIR
11,0.00066264,0.00037138,0.56045115,Yangon FIR
12,0.000626,0.00041821,0.66807915,Yangon FIR
13,0.00050852,0.00033536,0.6594909,Yangon FIR
14,0.00053108,0.00033334,0.62767019,Yangon FIR
15,0.00059086,0.00036498,0.61770834,Yangon FIR
16,0.00060661,0.00065017,1.07182193,Yangon FIR
17,0.00062987,0.00051864,0.82340783,Yangon FIR
18,0.00067158,0.00050696,0.75488331,Yangon FIR
19,0.00078802,0.00058108,0.73738919,Yangon FIR
20,0.00087469,0.00076322,0.87256878,Yangon FIR
21,0.00086872,0.00073477,0.84579931,Yangon FIR
22,0.00085821,0.00080896,0.94261379,Yangon FIR
23,0.0007519,0.00030938,0.41146334,Yangon FIR
0,0.00057422,-7.25e-06,-0.01262801,Yangon FIR
1,0.00048419,-6.239e-05,-0.12885704,Yangon FIR
2,0.00052497,-7.553e-05,-0.14387619,Yangon FIR
3,0.00058039,-7.525e-05,-0.12965037,Yangon FIR
4,0.0007392,-8.305e-05,-0.11234915,Yangon FIR
5,0.00084055,-0.00012589,-0.14977174,Yangon FIR
6,0.00206727,-0.00083802,-0.4053742,U-Jung Pandang FIR
7,0.00199041,-0.00036456,-0.18315944,U-Jung Pandang FIR
8,0.00175646,0.00039268,0.22356417,U-Jung Pandang FIR
9,0.00158223,0.00121603,0.76855702,U-Jung Pandang FIR
10,0.00160879,0.00205255,1.27583484,U-Jung Pandang FIR
11,0.00147942,0.00223028,1.50753618,U-Jung Pandang FIR
12,0.00121786,0.00233709,1.91901332,U-Jung Pandang FIR
13,0.00130818,0.00224545,1.71646507,U-Jung Pandang FIR
14,0.00125478,0.0020094,1.60139773,U-Jung Pandang FIR
15,0.00134875,0.00301269,2.23369201,U-Jung Pandang FIR
16,0.00121146,0.00289413,2.38896654,U-Jung Pandang FIR
17,0.00120638,0.0030278,2.5098297,U-Jung Pandang FIR
18,0.0013232,0.00337485,2.55051097,U-Jung Pandang FIR
19,0.00128628,0.00310338,2.41268503,U-Jung Pandang FIR
20,0.00098207,0.00226183,2.30312327,U-Jung Pandang FIR
21,0.00080612,0.00071214,0.88340754,U-Jung Pandang FIR
22,0.00060685,7.186e-05,0.11842055,U-Jung Pandang FIR
23,0.00087685,-0.00023885,-0.27239376,U-Jung Pandang FIR
0,0.00148493,-0.00055999,-0.37711682,U-Jung Pandang FIR
1,0.0014507,-0.00056722,-0.39099713,U-Jung Pandang FIR
2,0.00152987,-0.00052087,-0.34046379,U-Jung Pandang FIR
3,0.00162999,-0.00051465,-0.3157382,U-Jung Pandang FIR
4,0.0017884,-0.00066044,-0.36929351,U-Jung Pandang FIR
5,0.00187615,-0.00073924,-0.39401982,U-Jung Pandang FIR
6,0.0002985,-0.00016713,-0.55989628,Kota Kinabalu FIR
7,0.0003768,-0.00018025,-0.47836764,Kota Kinabalu FIR
8,0.00038519,-8.191e-05,-0.21264421,Kota Kinabalu FIR
9,0.00037153,0.00017829,0.47986734,Kota Kinabalu FIR
10,0.0003877,0.00043157,1.11316007,Kota Kinabalu FIR
11,0.000389,0.00059364,1.52609121,Kota Kinabalu FIR
12,0.00039443,0.00045613,1.15642544,Kota Kinabalu FIR
13,0.00037297,0.00049844,1.33641215,Kota Kinabalu FIR
14,0.00041148,0.00080801,1.96366552,Kota Kinabalu FIR
15,0.00041346,0.00078818,1.90629344,Kota Kinabalu FIR
16,0.00026973,0.00030737,1.13954348,Kota Kinabalu FIR
17,0.00019169,0.00029006,1.51316668,Kota Kinabalu FIR
18,0.00015292,0.00023744,1.55263968,Kota Kinabalu FIR
19,0.00018181,0.00043961,2.41803892,Kota Kinabalu FIR
20,0.00022327,0.00063434,2.84110535,Kota Kinabalu FIR
21,9.22e-05,0.00014852,1.6108632,Kota Kinabalu FIR
22,0.00010808,7.338e-05,0.67892262,Kota Kinabalu FIR
23,0.00015001,-4.025e-05,-0.26828887,Kota Kinabalu FIR
0,0.00014799,-2.37e-05,-0.16015757,Kota Kinabalu FIR
1,0.00024837,-6.631e-05,-0.26697593,Kota Kinabalu FIR
2,0.00037237,-0.00012973,-0.34840536,Kota Kinabalu FIR
3,0.00040809,-0.00013876,-0.34002319,Kota Kinabalu FIR
4,0.00040411,-0.00022082,-0.54644582,Kota Kinabalu FIR
5,0.00038195,-0.00020694,-0.54181035,Kota Kinabalu FIR
6,0.00231511,-0.00072071,-0.3113083,Jakarta FIR
7,0.00214161,-0.00050332,-0.23502114,Jakarta FIR
8,0.00219202,-0.00021801,-0.09945723,Jakarta FIR
9,0.00224984,0.00072622,0.32278537,Jakarta FIR
10,0.00227918,0.00182741,0.80178697,Jakarta FIR
11,0.00196704,0.0023164,1.17760439,Jakarta FIR
12,0.00205808,0.00297897,1.44745077,Jakarta FIR
13,0.00219495,0.00420304,1.91486988,Jakarta FIR
14,0.00229653,0.00503405,2.19202511,Jakarta FIR
15,0.00176974,0.00401269,2.26738575,Jakarta FIR
16,0.00134891,0.00362161,2.68484764,Jakarta FIR
17,0.00085262,0.00221304,2.59556643,Jakarta FIR
18,0.00080808,0.00268829,3.32677991,Jakarta FIR
19,0.00069976,0.00296151,4.23217416,Jakarta FIR
20,0.00064061,0.00228958,3.57403808,Jakarta FIR
21,0.00054511,0.00179705,3.29665554,Jakarta FIR
22,0.00059423,0.000952,1.60206644,Jakarta FIR
23,0.00096382,0.0002952,0.30628157,Jakarta FIR
0,0.00164535,-0.00039792,-0.24184584,Jakarta FIR
1,0.00181649,-0.00084607,-0.46577085,Jakarta FIR
2,0.0018817,-0.00056884,-0.30229922,Jakarta FIR
3,0.00228082,-0.00082371,-0.36114594,Jakarta FIR
4,0.00225573,-0.00068081,-0.30181396,Jakarta FIR
5,0.00229972,-0.00074653,-0.32461722,Jakarta FIR
6,0.00124335,-0.00027184,-0.21863086,Kuala Lumpur FIR
7,0.00138101,-0.00030387,-0.22003642,Kuala Lumpur FIR
8,0.00144399,-0.00014088,-0.09756609,Kuala Lumpur FIR
9,0.00145825,0.00020834,0.14286774,Kuala Lumpur FIR
10,0.00122158,0.0004945,0.40480319,Kuala Lumpur FIR
11,0.00132464,0.00099656,0.75232036,Kuala Lumpur FIR
12,0.00137718,0.00148266,1.07658773,Kuala Lumpur FIR
13,0.0013188,0.00171054,1.29704686,Kuala Lumpur FIR
14,0.00137626,0.00185248,1.34602907,Kuala Lumpur FIR
15,0.00104764,0.00148052,1.41319522,Kuala Lumpur FIR
16,0.0008522,0.00107865,1.26572905,Kuala Lumpur FIR
17,0.00073701,0.0007216,0.97908122,Kuala Lumpur FIR
18,0.00053794,0.00100054,1.85993093,Kuala Lumpur FIR
19,0.00045769,0.00121559,2.65591146,Kuala Lumpur FIR
20,0.00046139,0.00113037,2.44993649,Kuala Lumpur FIR
21,0.00043542,0.00099073,2.27536032,Kuala Lumpur FIR
22,0.00058186,0.00084015,1.4439059,Kuala Lumpur FIR
23,0.00083389,0.00024798,0.29737619,Kuala Lumpur FIR
0,0.00108533,-0.00022729,-0.20941912,Kuala Lumpur FIR
1,0.00097022,-0.00026329,-0.27136911,Kuala Lumpur FIR
2,0.00109184,-0.00023331,-0.21368899,Kuala Lumpur FIR
3,0.00121346,-0.00023066,-0.1900871,Kuala Lumpur FIR
4,0.00112372,-0.00017626,-0.1568497,Kuala Lumpur FIR
5,0.00106607,-0.00014758,-0.13843322,Kuala Lumpur FIR
6,0.00107259,-0.00051454,-0.47971135,Singapore FIR
7,0.00128808,-0.00048877,-0.37945501,Singapore FIR
8,0.00147468,-0.00025453,-0.17260344,Singapore FIR
9,0.00136014,0.00059181,0.43511238,Singapore FIR
10,0.00120465,0.00145848,1.21071239,Singapore FIR
11,0.00130045,0.00231041,1.77662215,Singapore FIR
12,0.00117886,0.00234438,1.98868651,Singapore FIR
13,0.00115184,0.00232676,2.02003151,Singapore FIR
14,0.00125152,0.00328987,2.62870739,Singapore FIR
15,0.00121548,0.0026459,2.17683147,Singapore FIR
16,0.00098525,0.00207776,2.10887138,Singapore FIR
17,0.00066221,0.00134283,2.02779361,Singapore FIR
18,0.00049065,0.00127658,2.60180215,Singapore FIR
19,0.00061972,0.00199371,3.21711812,Singapore FIR
20,0.00059518,0.00189281,3.18023429,Singapore FIR
21,0.00045825,0.00138127,3.0142246,Singapore FIR
22,0.00035153,0.00049235,1.40060197,Singapore FIR
23,0.00051177,-0.00013206,-0.25804097,Singapore FIR
0,0.00077217,-0.00050638,-0.65579034,Singapore FIR
1,0.00092334,-0.00052736,-0.57114472,Singapore FIR
2,0.00112607,-0.00073268,-0.65065412,Singapore FIR
3,0.0011637,-0.00066939,-0.57522236,Singapore FIR
4,0.00125944,-0.00066242,-0.52596317,Singapore FIR
5,0.00112985,-0.00062963,-0.55726847,Singapore FIR
6,0.00289545,0.00025814,0.08915203,Brisbane FIR
7,0.00257425,0.0004146,0.16105587,Brisbane FIR
8,0.00235781,0.0005853,0.24823838,Brisbane FIR
9,0.00235968,0.00080023,0.3391258,Brisbane FIR
10,0.00214838,0.0010143,0.47212279,Brisbane FIR
11,0.00181091,0.00086594,0.47817898,Brisbane FIR
12,0.00141332,0.00057307,0.40548043,Brisbane FIR
13,0.00120418,0.00049933,0.41466487,Brisbane FIR
14,0.0010715,0.00051522,0.48084454,Brisbane FIR
15,0.00109817,0.00071372,0.64991375,Brisbane FIR
16,0.00117954,0.00082361,0.6982519,Brisbane FIR
17,0.00130074,0.00091524,0.70363407,Brisbane FIR
18,0.00136058,0.00087592,0.64378216,Brisbane FIR
19,0.00146704,0.00059181,0.40340196,Brisbane FIR
20,0.00176076,0.00027455,0.15592838,Brisbane FIR
21,0.00219851,-4.791e-05,-0.02179087,Brisbane FIR
22,0.0024597,-0.00017049,-0.06931331,Brisbane FIR
23,0.00229026,-8.893e-05,-0.03882857,Brisbane FIR
0,0.00245425,-0.00011441,-0.04661902,Brisbane FIR
1,0.00290918,-9.933e-05,-0.03414527,Brisbane FIR
2,0.00326289,-5.796e-05,-0.01776392,Brisbane FIR
3,0.00320177,-0.00010234,-0.03196238,Brisbane FIR
4,0.00312138,-2.07e-05,-0.00663244,Brisbane FIR
5,0.00289224,6.75e-05,0.02333683,Brisbane FIR
6,0.00336298,0.00011363,0.03378987,Melbourne FIR
7,0.00366484,0.00030573,0.0834213,Melbourne FIR
8,0.0037485,0.00080469,0.21466955,Melbourne FIR
9,0.00342423,0.00102325,0.29882545,Melbourne FIR
10,0.00320394,0.0011399,0.35578109,Melbourne FIR
11,0.00278842,0.00124021,0.44477089,Melbourne FIR
12,0.00235813,0.00127259,0.5396613,Melbourne FIR
13,0.00196944,0.00153797,0.78091562,Melbourne FIR
14,0.00171805,0.00127593,0.74266177,Melbourne FIR
15,0.00148311,0.00086156,0.58091281,Melbourne FIR
16,0.00135937,0.00074938,0.55127491,Melbourne FIR
17,0.00139203,0.00071361,0.51263858,Melbourne FIR
18,0.00158843,0.00094215,0.5931291,Melbourne FIR
19,0.00178268,0.00158737,0.89044263,Melbourne FIR
20,0.00177321,0.00145341,0.81965327,Melbourne FIR
21,0.00198058,0.000285,0.1438953,Melbourne FIR
22,0.00231773,7.76e-05,0.03348302,Melbourne FIR
23,0.0027765,-5.356e-05,-0.01928878,Melbourne FIR
0,0.00319885,-8.127e-05,-0.02540678,Melbourne FIR
1,0.00342002,-0.00017677,-0.05168645,Melbourne FIR
2,0.00336497,-0.00011456,-0.03404588,Melbourne FIR
3,0.00319377,-0.0001603,-0.05019083,Melbourne FIR
4,0.0030912,-0.00011148,-0.03606374,Melbourne FIR
5,0.00321368,-7.939e-05,-0.02470321,Melbourne FIR
6,0.00190353,-0.00058715,-0.30845195,Beijing FIR
7,0.00202242,-0.00014622,-0.07229926,Beijing FIR
8,0.00186218,0.00051456,0.27632034,Beijing FIR
9,0.00166365,0.00108078,0.64964386,Beijing FIR
10,0.00158018,0.00144111,0.91198874,Beijing FIR
11,0.0014886,0.00175898,1.18163313,Beijing FIR
12,0.0014586,0.00176733,1.21165667,Beijing FIR
13,0.00151317,0.0018757,1.23958568,Beijing FIR
14,0.00161598,0.0020113,1.24463157,Beijing FIR
15,0.00138087,0.00164197,1.18908132,Beijing FIR
16,0.00112663,0.00112073,0.99476588,Beijing FIR
17,0.00089769,0.00083573,0.93098053,Beijing FIR
18,0.00081234,0.00093091,1.14596405,Beijing FIR
19,0.0009141,0.0009168,1.00296159,Beijing FIR
20,0.00087909,0.0006698,0.76192247,Beijing FIR
21,0.00064558,0.0001876,0.29059742,Beijing FIR
22,0.00049929,-2.297e-05,-0.04601378,Beijing FIR
23,0.0006667,-0.00016591,-0.24885334,Beijing FIR
0,0.00119757,-0.0005722,-0.47780122,Beijing FIR
1,0.00175193,-0.00097999,-0.55937689,Beijing FIR
2,0.00186891,-0.00120837,-0.64656399,Beijing FIR
3,0.00189883,-0.0011275,-0.59378401,Beijing FIR
4,0.00175431,-0.00087528,-0.49893098,Beijing FIR
5,0.00177958,-0.00082722,-0.46484041,Beijing FIR
6,0.00475569,4.21e-06,0.00088431,Guangzhou FIR
7,0.00469148,2.194e-05,0.00467576,Guangzhou FIR
8,0.00444824,4.121e-05,0.00926504,Guangzhou FIR
9,0.00441385,9.735e-05,0.02205479,Guangzhou FIR
10,0.00464164,0.00016908,0.03642777,Guangzhou FIR
11,0.00456816,0.0001963,0.04297084,Guangzhou FIR
12,0.00439844,0.00028094,0.06387362,Guangzhou FIR
13,0.00449833,0.00030942,0.06878595,Guangzhou FIR
14,0.00460726,0.00028518,0.06189795,Guangzhou FIR
15,0.00446598,0.00027332,0.06120034,Guangzhou FIR
16,0.00381969,0.00016191,0.04238863,Guangzhou FIR
17,0.00301297,0.00014126,0.04688434,Guangzhou FIR
18,0.0021949,0.00022196,0.10112567,Guangzhou FIR
19,0.00165022,0.00027157,0.16456416,Guangzhou FIR
20,0.00130931,0.00023447,0.17907587,Guangzhou FIR
21,0.00124365,0.00018017,0.14487586,Guangzhou FIR
22,0.00117127,7.007e-05,0.05982166,Guangzhou FIR
23,0.00128946,4.706e-05,0.03649236,Guangzhou FIR
0,0.00233177,2.474e-05,0.01060956,Guangzhou FIR
1,0.00376911,3.242e-05,0.00860148,Guangzhou FIR
2,0.00452329,2.752e-05,0.00608376,Guangzhou FIR
3,0.00441233,5.027e-05,0.01139251,Guangzhou FIR
4,0.00428278,5.117e-05,0.01194864,Guangzhou FIR
5,0.00447009,1.183e-05,0.00264601,Guangzhou FIR
6,0.00197434,-0.00022925,-0.11611697,Wuhan FIR
7,0.00202018,-0.00011308,-0.05597745,Wuhan FIR
8,0.00191336,0.00018064,0.09440942,Wuhan FIR
9,0.00189627,0.00057093,0.30108,Wuhan FIR
10,0.00193423,0.00086733,0.44840956,Wuhan FIR
11,0.00196723,0.00098948,0.50298243,Wuhan FIR
12,0.00172888,0.00084205,0.48705017,Wuhan FIR
13,0.00189217,0.00095665,0.50558523,Wuhan FIR
14,0.00201697,0.00097196,0.48188955,Wuhan FIR
15,0.00191984,0.00088819,0.46264028,Wuhan FIR
16,0.0014624,0.00059446,0.40649978,Wuhan FIR
17,0.00095955,0.00038499,0.40122278,Wuhan FIR
18,0.00066361,0.00025921,0.39060894,Wuhan FIR
19,0.00050811,0.00020899,0.41130435,Wuhan FIR
20,0.0004745,0.00015562,0.3279662,Wuhan FIR
21,0.00033677,7.169e-05,0.21288662,Wuhan FIR
22,0.00032028,3.402e-05,0.10621715,Wuhan FIR
23,0.00030396,-1.244e-05,-0.04091694,Wuhan FIR
0,0.00079843,-0.00012122,-0.15182825,Wuhan FIR
1,0.00166148,-0.00029281,-0.1762334,Wuhan FIR
2,0.00214715,-0.00046259,-0.21544236,Wuhan FIR
3,0.00195146,-0.00039797,-0.20393489,Wuhan FIR
4,0.00174261,-0.00029678,-0.17030579,Wuhan FIR
5,0.00169288,-0.00029582,-0.17474248,Wuhan FIR
6,0.0007636,-0.00029,-0.37977372,Sanya FIR
7,0.00073937,-0.00022204,-0.30030777,Sanya FIR
8,0.00072442,-4.329e-05,-0.05976338,Sanya FIR
9,0.0007102,0.00020459,0.28807794,Sanya FIR
10,0.00072081,0.00042248,0.58611282,Sanya FIR
11,0.00070246,0.00049943,0.71097023,Sanya FIR
12,0.00067407,0.0005038,0.7474101,Sanya FIR
13,0.00078774,0.00066588,0.84529893,Sanya FIR
14,0.00078974,0.00063741,0.80711555,Sanya FIR
15,0.00073058,0.00069602,0.95270546,Sanya FIR
16,0.00063105,0.00043057,0.68230027,Sanya FIR
17,0.00072882,0.00034711,0.47626892,Sanya FIR
18,0.00064255,0.00037585,0.58492835,Sanya FIR
19,0.00059096,0.00048593,0.82227518,Sanya FIR
20,0.00053514,0.0004396,0.82146898,Sanya FIR
21,0.00057342,0.00024219,0.42236232,Sanya FIR
22,0.00040674,5.029e-05,0.12365263,Sanya FIR
23,0.00023346,-3.297e-05,-0.14123671,Sanya FIR
0,0.0002588,-6.781e-05,-0.26200722,Sanya FIR
1,0.00032411,-0.00014017,-0.43246877,Sanya FIR
2,0.00063077,-0.00029314,-0.46473467,Sanya FIR
3,0.00072091,-0.00030511,-0.42323226,Sanya FIR
4,0.00073917,-0.00031098,-0.42071015,Sanya FIR
5,0.00074412,-0.00029444,-0.39569052,Sanya FIR
6,0.00016591,-6.912e-05,-0.41663985,Pyongyang FIR
7,0.00017233,-6.7e-07,-0.00386202,Pyongyang FIR
8,0.00010091,4.459e-05,0.44190215,Pyongyang FIR
9,7.482e-05,4.473e-05,0.59789842,Pyongyang FIR
10,7.077e-05,7.407e-05,1.04664208,Pyongyang FIR
11,6.763e-05,8.022e-05,1.18607903,Pyongyang FIR
12,7.013e-05,8.058e-05,1.14901316,Pyongyang FIR
13,5.616e-05,6.581e-05,1.1718429,Pyongyang FIR
14,4.612e-05,5.615e-05,1.21740813,Pyongyang FIR
15,5.042e-05,5.026e-05,0.99674346,Pyongyang FIR
16,4.698e-05,4.145e-05,0.88245318,Pyongyang FIR
17,4.644e-05,4.417e-05,0.95105822,Pyongyang FIR
18,7.158e-05,4.869e-05,0.68016389,Pyongyang FIR
19,9.503e-05,5.14e-05,0.540884,Pyongyang FIR
20,4.659e-05,7.82e-06,0.16782954,Pyongyang FIR
21,3.084e-05,-1.11e-06,-0.03591559,Pyongyang FIR
22,2.482e-05,-6.38e-06,-0.25723366,Pyongyang FIR
23,4.052e-05,-1.305e-05,-0.32201841,Pyongyang FIR
0,3.744e-05,-1.064e-05,-0.28413881,Pyongyang FIR
1,4.71e-05,-2.328e-05,-0.49419359,Pyongyang FIR
2,9.402e-05,-5.604e-05,-0.59600278,Pyongyang FIR
3,0.00010164,-6.221e-05,-0.61212133,Pyongyang FIR
4,0.00010444,-5.446e-05,-0.52146796,Pyongyang FIR
5,0.00012796,-7.531e-05,-0.58855625,Pyongyang FIR
6,0.00108003,-0.00021197,-0.1962675,Lanzhou FIR
7,0.00100849,-6.115e-05,-0.0606374,Lanzhou FIR
8,0.00087044,0.0001638,0.18818297,Lanzhou FIR
9,0.00085043,0.00046892,0.55139374,Lanzhou FIR
10,0.00081906,0.00065214,0.79620918,Lanzhou FIR
11,0.00079507,0.00088165,1.10889911,Lanzhou FIR
12,0.00075988,0.00091712,1.2069263,Lanzhou FIR
13,0.00091659,0.00112158,1.22364257,Lanzhou FIR
14,0.00093971,0.00112293,1.19497396,Lanzhou FIR
15,0.00087691,0.00116117,1.3241646,Lanzhou FIR
16,0.00071289,0.00089287,1.25246559,Lanzhou FIR
17,0.0004663,0.00047003,1.00800571,Lanzhou FIR
18,0.00045546,0.00036737,0.80659639,Lanzhou FIR
19,0.00078535,0.00071523,0.91070724,Lanzhou FIR
20,0.00113173,0.00086858,0.76748079,Lanzhou FIR
21,0.00092831,0.00053733,0.57882932,Lanzhou FIR
22,0.00043082,0.00012463,0.28928461,Lanzhou FIR
23,0.00035924,2.732e-05,0.07606017,Lanzhou FIR
0,0.00062496,-0.00012959,-0.20735956,Lanzhou FIR
1,0.00085906,-0.00033953,-0.39523646,Lanzhou FIR
2,0.00094044,-0.00034944,-0.37157329,Lanzhou FIR
3,0.00096083,-0.00031525,-0.32810391,Lanzhou FIR
4,0.00102347,-0.00033193,-0.32432135,Lanzhou FIR
5,0.00104936,-0.0002663,-0.25377474,Lanzhou FIR
6,0.000725,-7.395e-05,-0.10199356,Ulaanbaatar FIR
7,0.00062968,0.00020235,0.32135578,Ulaanbaatar FIR
8,0.00068068,0.0006447,0.94713457,Ulaanbaatar FIR
9,0.00058554,0.0009265,1.5823061,Ulaanbaatar FIR
10,0.0003449,0.00072851,2.11221391,Ulaanbaatar FIR
11,0.00023222,0.00059897,2.57933599,Ulaanbaatar FIR
12,0.00022351,0.00068707,3.07394812,Ulaanbaatar FIR
13,0.00020153,0.00061329,3.04322314,Ulaanbaatar FIR
14,0.00019088,0.0005713,2.99293601,Ulaanbaatar FIR
15,0.0002267,0.00072557,3.20050783,Ulaanbaatar FIR
16,0.00021602,0.00059457,2.75244695,Ulaanbaatar FIR
17,0.00021188,0.00060229,2.84257163,Ulaanbaatar FIR
18,0.00037826,0.00078082,2.06425555,Ulaanbaatar FIR
19,0.00076125,0.00164243,2.15753857,Ulaanbaatar FIR
20,0.00119787,0.0019873,1.65902976,Ulaanbaatar FIR
21,0.00125581,0.00121251,0.9655158,Ulaanbaatar FIR
22,0.00095063,0.00021459,0.22573853,Ulaanbaatar FIR
23,0.00057383,-0.00023013,-0.40103198,Ulaanbaatar FIR
0,0.00052176,-0.00036435,-0.69831263,Ulaanbaatar FIR
1,0.0005268,-0.00041352,-0.78495399,Ulaanbaatar FIR
2,0.00049571,-0.00030792,-0.62116207,Ulaanbaatar FIR
3,0.0005686,-0.00037547,-0.66034453,Ulaanbaatar FIR
4,0.00059909,-0.00025743,-0.42970131,Ulaanbaatar FIR
5,0.00061111,-0.00011066,-0.1810872,Ulaanbaatar FIR
6,0.0021797,2.074e-05,0.00951284,Kunming FIR
7,0.00218786,2.993e-05,0.01368041,Kunming FIR
8,0.00196639,4.751e-05,0.02416298,Kunming FIR
9,0.00195387,6.861e-05,0.03511376,Kunming FIR
10,0.00203706,9.479e-05,0.04653206,Kunming FIR
11,0.00199652,0.00014879,0.07452474,Kunming FIR
12,0.00193707,0.0001617,0.08347604,Kunming FIR
13,0.00192079,0.00015638,0.08141624,Kunming FIR
14,0.00203167,0.0001739,0.08559538,Kunming FIR
15,0.00199366,0.00017899,0.08977971,Kunming FIR
16,0.00179471,0.00017255,0.09614372,Kunming FIR
17,0.00155785,0.0001375,0.08826261,Kunming FIR
18,0.00127469,0.00019082,0.14969576,Kunming FIR
19,0.0011039,0.00028122,0.25475335,Kunming FIR
20,0.00100554,0.00021839,0.21719122,Kunming FIR
21,0.00085,0.00013586,0.15984008,Kunming FIR
22,0.00069892,0.00011842,0.16942967,Kunming FIR
23,0.00073707,6.451e-05,0.08752462,Kunming FIR
0,0.00149416,5.9e-05,0.03948444,Kunming FIR
