Month,Flight distance,Contrail warming,Warming per flight distance ,Region
Jul,6.34,0.08,12.49,Khartoum FIR
Jul,2.95,0.01,1.99,Dar-Es-Salaam FIR
Jul,0.49,0.01,10.84,Entebbe FIR
Jul,72.16,0.25,3.46,Albuquerque FIR
Jul,94.68,1.62,17.12,Oakland Oceanic FIR
Jul,68.34,0.11,1.59,Chicago FIR
Jul,52.08,0.39,7.41,Boston FIR
Jul,80.97,0.17,2.05,Washington FIR
Jul,94.63,0.27,2.81,Denver FIR
Jul,62.86,0.08,1.2,Fort Worth FIR
Jul,59.97,0.13,2.22,Houston FIR
Jul,61.46,0.13,2.05,Indianapolis FIR
Jul,73.84,0.32,4.33,Jacksonville FIR
Jul,73.2,0.16,2.16,Kansas City FIR
Jul,70.75,0.06,0.91,Los Angeles FIR
Jul,71.01,0.33,4.69,Salt Lake City FIR
Jul,58.96,0.12,2.0,Miami FIR/UIR
Jul,63.55,0.19,3.03,Memphis FIR
Jul,75.9,0.23,3.02,Minneapolis FIR
Jul,44.0,0.13,3.06,New York FIR
Jul,51.9,0.1,1.92,Oakland FIR
Jul,54.26,0.2,3.75,Cleveland FIR
Jul,45.36,0.13,2.91,Seattle FIR
Jul,70.55,0.19,2.76,Atlanta FIR
Jul,45.26,0.54,11.96,New York Oceanic FIR
Jul,4.6,0.01,1.58,Tirana FIR
Jul,24.51,0.04,1.46,Sofia FIR
Jul,15.17,0.0,0.0,Nicosia FIR
Jul,20.73,0.17,8.32,Zagreb FIR
Jul,39.82,0.01,0.15,Barcelona FIR
Jul,60.0,0.15,2.48,Madrid FIR
Jul,35.94,0.28,7.8,Bordeaux FIR
Jul,11.43,0.19,16.69,Reims FIR
Jul,52.36,0.53,10.07,Paris FIR
Jul,48.47,0.19,3.87,Marseille FIR
Jul,31.7,0.38,12.06,Brest FIR
Jul,53.87,0.03,0.55,Athinai FIR
Jul,21.32,0.16,7.64,Budapest FIR
Jul,14.3,0.0,0.32,Brindisi FIR
Jul,42.22,0.18,4.33,Milano FIR
Jul,37.75,0.03,0.77,Roma FIR
Jul,4.91,0.06,12.89,Ljubljana FIR
Jul,19.51,0.17,8.94,Praha FIR
Jul,2.3,0.0,0.0,Tel-Aviv FIR
Jul,5.39,0.0,0.0,Malta FIR
Jul,24.74,0.25,10.0,Wien FIR
Jul,28.59,0.0,0.07,Lisboa FIR
Jul,24.21,0.21,8.87,Santa Maria FIR
Jul,9.58,0.08,8.06,Sarajevo FIR
Jul,32.03,0.13,3.99,Bucarest FIR
Jul,14.46,0.17,11.56,Switzerland FIR
Jul,67.5,0.02,0.31,Ankara FIR
Jul,38.64,0.02,0.56,Istanbul FIR
Jul,1.0,0.0,2.97,Chisinau FIR
Jul,3.96,0.01,3.06,Skopje FIR
Jul,22.77,0.09,4.09,Beograd FIR
Jul,8.79,0.08,9.56,Bratislava  FIR
Jul,3.37,0.01,1.96,Santo Domingo FIR
Jul,13.62,0.1,7.48,Central America FIR
Jul,6.06,0.05,7.63,Kingston FIR
Jul,0.18,0.0,11.26,Oceanica Mazatlan FIR
Jul,78.99,0.29,3.66,Mexico FIR
Jul,8.92,0.11,12.39,Panama FIR
Jul,0.65,0.0,4.54,Port-Au-Prince FIR
Jul,11.33,0.04,3.77,Habana FIR/UIR
Jul,5.65,0.08,14.76,Nadi FIR
Jul,1.55,0.0,3.12,Tahiti Oceanic FIR
Jul,9.78,0.16,16.61,New Zealand FIR
Jul,8.23,0.21,25.43,Auckland Oceanic FIR
Jul,3.57,0.0,0.0,Kabul FIR
Jul,17.46,0.0,0.0,Bahrain FIR
Jul,54.73,0.01,0.22,Jeddah FIR
Jul,39.76,0.0,0.02,Tehran FIR
Jul,2.05,0.0,0.0,Amman FIR
Jul,5.35,0.0,0.0,Kuwait FIR
Jul,0.97,0.0,0.0,Beirut FIR
Jul,15.44,0.0,0.12,Emirates FIR
Jul,30.87,0.06,1.9,Muscat FIR
Jul,17.4,0.01,0.48,Karachi FIR
Jul,4.67,0.0,0.07,Lahore FIR
Jul,21.26,0.0,0.0,Baghdad FIR
Jul,3.41,0.0,0.0,Damascus FIR
Jul,3.56,0.06,17.76,Sanaa FIR
Jul,36.7,1.13,30.77,Alaska FIR
Jul,34.75,0.15,4.33,Taipei FIR
Jul,156.06,0.86,5.49,Fukuoka FIR
Jul,36.57,0.08,2.3,Incheon FIR
Jul,44.57,0.38,8.42,Manila FIR
Jul,4.29,0.09,21.86,Cordoba FIR
Jul,6.66,0.09,13.0,Ezeiza FIR
Jul,1.6,0.02,10.18,Mendoza FIR
Jul,1.8,0.04,21.93,Resistencia FIR
Jul,1.13,0.03,22.25,Comodoro Rivadavia FIR
Jul,6.13,0.06,9.67,Atlantico FIR
Jul,15.35,0.1,6.82,Amazonica FIR
Jul,24.01,0.08,3.3,Brasilia FIR
Jul,22.47,0.17,7.73,Curitiba FIR
Jul,23.37,0.04,1.87,Recife FIR
Jul,0.41,0.01,36.8,Punta Arenas FIR
Jul,6.38,0.03,4.81,Santiago FIR
Jul,6.93,0.04,5.47,Antofagasta FIR
Jul,0.58,0.02,40.9,Isla De Pascua FIR
Jul,1.13,0.02,17.81,Puerto Montt FIR
Jul,4.61,0.02,3.97,Guayaquil FIR/UIR
Jul,1.22,0.01,5.04,Asuncion FIR/UIR
Jul,7.19,0.07,9.8,Barranquilla FIR
Jul,15.78,0.13,8.01,Bogota FIR
Jul,3.63,0.01,1.83,La Paz FIR
Jul,0.77,0.01,12.15,Paramaribo FIR
Jul,0.61,0.01,16.55,Cayenne FIR
Jul,16.11,0.02,1.3,Lima FIR
Jul,1.74,0.04,20.44,Montevideo FIR
Jul,1.85,0.05,26.56,Maiquetia FIR
Jul,1.34,0.02,17.93,Georgetown FIR
Jul,8.03,0.07,8.42,San Juan Oceanic FIR/UIR
Jul,2.13,0.03,13.65,Curacao FIR
Jul,5.94,0.1,16.83,Piarco FIR
Jul,4.77,0.01,1.36,Almaty FIR
Jul,6.41,0.03,3.94,Nur-Sultan FIR
Jul,5.26,0.0,0.19,Shymkent FIR
Jul,8.32,0.03,4.01,Aktobe FIR
Jul,4.7,0.0,0.0,Baku FIR
Jul,0.42,0.0,0.0,Bishkek FIR
Jul,0.36,0.0,0.0,Osh FIR
Jul,1.02,0.0,0.0,Yerevan FIR
Jul,9.05,0.03,3.52,Yakutsk FIR
Jul,2.78,0.0,0.0,Tibilisi FIR
Jul,13.39,0.26,19.74,Khabarovsk FIR
Jul,7.98,0.2,25.14,Magadan FIR
Jul,8.34,0.25,29.86,Petropavlovsk-Kamchatsky FIR
Jul,7.9,0.16,19.65,Irkutsk FIR
Jul,5.1,0.03,5.24,Kiev FIR
Jul,1.49,0.02,15.16,Dnipro FIR
Jul,2.97,0.01,1.89,Simferopol FIR
Jul,5.21,0.02,4.33,Lvov FIR
Jul,2.55,0.01,3.57,Odessa FIR
Jul,2.57,0.04,14.76,Arkhangelsk FIR
Jul,1.41,0.01,4.16,Kotlas FIR
Jul,9.46,0.05,4.97,Sankt-Peterburg FIR
Jul,1.24,0.01,4.61,Murmansk FIR
Jul,5.23,0.03,5.05,Vologda FIR
Jul,1.35,0.0,3.3,Kaliningrad FIR
Jul,13.69,0.05,3.38,Minsk FIR
Jul,13.57,0.16,11.66,Krasnoyarsk FIR
Jul,17.81,0.1,5.85,Novosibirsk FIR
Jul,31.0,0.14,4.43,Rostov-Na-Donu FIR
Jul,18.07,0.18,10.0,Yekaterinburg FIR
Jul,12.88,0.19,14.85,Tyumen FIR
Jul,1.43,0.0,0.0,Ashgabat FIR
Jul,1.64,0.0,0.0,Turkmenbashi FIR
Jul,0.5,0.0,0.0,Dashoguz FIR
Jul,1.04,0.0,0.0,Turkmenabat FIR
Jul,0.29,0.0,0.0,Dushanbe FIR
Jul,1.33,0.0,0.0,Samarkand FIR
Jul,3.01,0.0,0.06,Tashkent FIR
Jul,55.07,0.51,9.25,Moscow FIR
Jul,5.67,0.07,12.85,Syktyvkar FIR
Jul,19.56,0.25,12.68,Samara FIR
Jul,82.18,0.57,6.94,Mumbai FIR
Jul,8.18,0.32,38.88,Colombo FIR
Jul,5.87,0.03,4.35,Phnom Penh FIR
Jul,36.74,0.14,3.74,Kolkata FIR
Jul,4.58,0.01,3.06,Dhaka FIR
Jul,29.58,0.13,4.38,Hong Kong FIR
Jul,25.07,0.01,0.27,Delhi FIR
Jul,9.47,0.06,6.58,Vientiane FIR
Jul,0.82,0.0,0.08,Kathmandu FIR
Jul,57.83,0.93,16.09,Chennai FIR
Jul,1.17,0.03,28.88,Male FIR
Jul,43.36,0.26,5.96,Bangkok FIR
Jul,37.41,0.41,10.94,Ho Chi Minh FIR
Jul,14.68,0.03,1.95,Hanoi FIR
Jul,15.52,0.19,12.13,Yangon FIR
Jul,35.63,0.46,12.93,U-Jung Pandang FIR
Jul,7.7,0.07,9.32,Kota Kinabalu FIR
Jul,45.59,0.52,11.42,Jakarta FIR
Jul,26.94,0.34,12.6,Kuala Lumpur FIR
Jul,25.43,0.42,16.35,Singapore FIR
Jul,57.45,0.24,4.1,Brisbane FIR
Jul,67.68,0.15,2.18,Melbourne FIR
Jul,29.27,0.05,1.66,Beijing FIR
Jul,89.15,0.08,0.85,Guangzhou FIR
Jul,28.63,0.04,1.54,Wuhan FIR
Jul,16.63,0.08,4.72,Sanya FIR
Jul,1.85,0.01,3.85,Pyongyang FIR
Jul,15.26,0.02,1.58,Lanzhou FIR
Jul,14.48,0.18,12.43,Ulaanbaatar FIR
Jul,36.77,0.06,1.67,Kunming FIR
Jul,134.49,0.08,0.61,Shanghai FIR
Jul,7.48,0.02,3.24,Urumqi FIR
Jul,22.96,0.09,3.97,Shenyang FIR
Aug,1380.68,9.71,7.04,European Airspace
Aug,368.69,9.02,24.46,North Atlantic
Aug,898.62,6.88,7.66,Continental Europe
Aug,5762.03,44.73,7.76,Global
Aug,1523.05,5.56,3.65,USA
Aug,653.81,1.31,2.0,East Asia
Aug,352.97,4.97,14.07,Southeast Asia
Aug,195.41,1.54,7.87,Latin America
Aug,473.0,1.45,3.07,Africa & Middle East
Aug,695.95,1.42,2.04,China
Aug,217.66,1.85,8.49,India
Aug,2984.92,26.18,8.77,North Pacific
Aug,41.28,0.51,12.33,Arctic
Aug,0.43,0.01,19.31,Honiara FIR
Aug,0.14,0.0,6.6,Nauru FIR
Aug,2.45,0.03,13.37,Port Moresby FIR
Aug,19.51,0.26,13.18,Nuuk FIR
Aug,21.71,0.11,5.13,Reykjavik FIR
Aug,47.07,0.95,20.26,Edmonton FIR
Aug,25.16,1.01,40.18,Moncton FIR
Aug,126.12,4.37,34.69,Gander FIR
Aug,47.73,0.95,19.93,Montreal FIR
Aug,18.18,0.27,15.06,Vancouver FIR
Aug,37.93,0.96,25.33,Winnipeg FIR
Aug,33.21,0.26,7.9,Toronto FIR
Aug,15.82,0.01,0.83,Alger FIR
Aug,3.1,0.06,18.74,Accra FIR
Aug,4.93,0.11,22.57,Kano FIR
Aug,5.13,0.11,21.53,Niamey FIR
Aug,4.25,-0.0,-0.04,Tunis FIR
Aug,17.29,0.14,7.95,Brussels FIR
Aug,51.21,0.5,9.84,Langen FIR
Aug,33.6,0.39,11.71,Munchen FIR
Aug,27.75,0.15,5.59,Bremen FIR
Aug,4.78,0.07,13.73,Tallinn FIR
Aug,5.88,0.02,3.77,Helsinki FIR
Aug,82.45,1.24,15.01,Shanwick FIR
Aug,16.96,0.03,1.49,Scottish FIR
Aug,77.84,0.26,3.39,London FIR
Aug,22.28,0.11,4.9,Amsterdam FIR
Aug,20.71,0.29,14.01,Shannon FIR
Aug,11.83,0.05,4.56,Copenhagen FIR
Aug,1.24,0.02,16.61,Bodo Oceanic FIR
Aug,14.72,0.09,5.78,Polaris FIR
Aug,37.1,0.5,13.58,Warszawa FIR
Aug,25.0,0.12,4.92,Sweden FIR
Aug,5.83,0.09,15.63,Riga FIR
Aug,4.73,0.06,12.13,Vilnius FIR
Aug,2.22,0.0,0.06,Cape Town FIR
Aug,6.3,0.0,0.0,Johannesburg FIR
Aug,0.64,0.0,4.9,Johannesburg Oceanic FIR
Aug,1.91,-0.0,-0.0,Gaborone FIR
Aug,3.81,0.2,52.45,Brazzaville FIR
Aug,1.53,0.02,12.59,Mauritius FIR
Aug,1.11,0.0,0.88,Lusaka FIR
Aug,2.39,0.01,2.59,Antananarivo FIR
Aug,3.23,0.02,7.25,Luanda FIR
Aug,1.8,0.0,0.46,Beira FIR
Aug,2.2,0.16,72.83,Seychelles FIR
Aug,3.62,0.11,29.38,N'Djamena FIR
Aug,1.35,0.0,0.0,Harare FIR
Aug,0.52,0.0,0.83,Lilongwe FIR
Aug,1.02,-0.0,-0.0,Windhoek FIR
Aug,2.52,0.09,34.62,Kinshasa FIR
Aug,13.97,0.0,0.26,Canarias FIR
Aug,0.7,0.03,40.04,Roberts FIR
Aug,24.02,0.01,0.29,Casablanca FIR
Aug,14.09,0.23,15.97,Dakar FIR
Aug,4.66,0.02,5.08,Sal Oceanic FIR
Aug,6.58,0.12,18.67,Addis Abeba FIR
Aug,0.04,0.0,8.22,Bujumbura FIR
Aug,5.97,0.14,24.13,Mogadishu FIR/UIR
Aug,27.58,-0.0,-0.0,Cairo FIR
Aug,0.7,0.0,5.31,Asmara FIR
Aug,4.79,0.06,11.79,Nairobi FIR
Aug,3.39,0.0,0.17,Tripoli FIR
Aug,0.06,0.0,4.15,Kigali FIR
Aug,8.56,0.09,10.4,Khartoum FIR
Aug,3.14,0.02,7.0,Dar-Es-Salaam FIR
Aug,0.63,0.01,20.33,Entebbe FIR
Aug,75.8,0.3,3.94,Albuquerque FIR
Aug,110.97,1.49,13.43,Oakland Oceanic FIR
Aug,71.74,0.12,1.69,Chicago FIR
Aug,60.71,0.38,6.22,Boston FIR
Aug,87.64,0.2,2.26,Washington FIR
Aug,100.3,0.35,3.49,Denver FIR
Aug,69.01,0.13,1.9,Fort Worth FIR
Aug,63.17,0.16,2.58,Houston FIR
Aug,64.61,0.18,2.74,Indianapolis FIR
Aug,75.93,0.28,3.64,Jacksonville FIR
Aug,70.89,0.31,4.42,Kansas City FIR
Aug,76.94,0.07,0.91,Los Angeles FIR
Aug,77.76,0.44,5.62,Salt Lake City FIR
Aug,61.26,0.18,3.0,Miami FIR/UIR
Aug,68.67,0.17,2.47,Memphis FIR
Aug,82.41,0.4,4.88,Minneapolis FIR
Aug,48.61,0.12,2.51,New York FIR
Aug,57.34,0.05,0.92,Oakland FIR
Aug,57.63,0.15,2.65,Cleveland FIR
Aug,49.32,0.26,5.21,Seattle FIR
Aug,74.76,0.14,1.91,Atlanta FIR
Aug,62.21,1.09,17.58,New York Oceanic FIR
Aug,4.89,0.0,0.02,Tirana FIR
Aug,25.12,-0.0,-0.1,Sofia FIR
Aug,16.21,0.0,0.0,Nicosia FIR
Aug,21.89,0.18,8.38,Zagreb FIR
Aug,41.31,0.04,0.95,Barcelona FIR
Aug,62.06,0.37,5.93,Madrid FIR
Aug,36.84,0.43,11.75,Bordeaux FIR
Aug,11.84,0.19,15.89,Reims FIR
Aug,53.53,0.35,6.6,Paris FIR
Aug,51.38,0.21,4.17,Marseille FIR
Aug,33.83,0.79,23.22,Brest FIR
Aug,57.29,0.0,0.0,Athinai FIR
Aug,21.59,0.34,15.6,Budapest FIR
Aug,15.47,0.03,1.97,Brindisi FIR
Aug,43.22,0.34,7.85,Milano FIR
Aug,40.11,0.09,2.29,Roma FIR
Aug,5.15,0.07,12.95,Ljubljana FIR
Aug,19.59,0.36,18.2,Praha FIR
Aug,2.46,0.0,0.0,Tel-Aviv FIR
Aug,5.69,0.0,0.01,Malta FIR
Aug,25.84,0.33,12.69,Wien FIR
Aug,31.37,0.09,2.93,Lisboa FIR
Aug,32.9,0.4,12.08,Santa Maria FIR
Aug,10.02,0.06,6.29,Sarajevo FIR
Aug,31.9,0.14,4.36,Bucarest FIR
Aug,14.32,0.16,11.32,Switzerland FIR
Aug,68.43,0.0,0.0,Ankara FIR
Aug,40.25,-0.0,-0.0,Istanbul FIR
Aug,1.1,0.0,2.64,Chisinau FIR
Aug,4.15,0.0,0.11,Skopje FIR
Aug,24.0,0.12,5.11,Beograd FIR
Aug,8.73,0.2,22.53,Bratislava  FIR
Aug,3.53,0.02,4.97,Santo Domingo FIR
Aug,14.73,0.12,8.06,Central America FIR
Aug,6.76,0.06,9.45,Kingston FIR
Aug,0.17,0.0,12.91,Oceanica Mazatlan FIR
Aug,80.63,0.25,3.16,Mexico FIR
Aug,9.81,0.1,9.97,Panama FIR
Aug,0.8,0.0,5.21,Port-Au-Prince FIR
Aug,12.01,0.07,5.57,Habana FIR/UIR
Aug,5.9,0.05,8.64,Nadi FIR
Aug,1.4,0.0,0.66,Tahiti Oceanic FIR
Aug,9.58,0.01,1.15,New Zealand FIR
Aug,7.76,0.06,8.01,Auckland Oceanic FIR
Aug,5.41,0.0,0.03,Kabul FIR
Aug,17.88,0.0,0.15,Bahrain FIR
Aug,57.62,0.0,0.08,Jeddah FIR
Aug,39.47,0.0,0.06,Tehran FIR
Aug,2.31,0.0,0.0,Amman FIR
Aug,5.65,0.0,0.0,Kuwait FIR
Aug,1.12,0.0,0.0,Beirut FIR
Aug,16.2,0.0,0.16,Emirates FIR
Aug,31.21,0.04,1.39,Muscat FIR
Aug,19.36,0.01,0.61,Karachi FIR
Aug,6.02,0.0,0.07,Lahore FIR
Aug,23.09,0.0,0.0,Baghdad FIR
Aug,3.97,0.0,0.0,Damascus FIR
Aug,4.04,0.03,8.5,Sanaa FIR
Aug,42.18,1.51,35.86,Alaska FIR
Aug,37.04,0.09,2.41,Taipei FIR
Aug,172.08,0.88,5.09,Fukuoka FIR
Aug,38.12,0.02,0.62,Incheon FIR
Aug,48.67,0.51,10.4,Manila FIR
Aug,4.5,0.04,9.11,Cordoba FIR
Aug,6.62,0.06,9.75,Ezeiza FIR
Aug,1.61,0.02,10.62,Mendoza FIR
Aug,1.68,0.01,8.63,Resistencia FIR
Aug,1.1,0.01,12.85,Comodoro Rivadavia FIR
Aug,6.11,0.06,10.18,Atlantico FIR
Aug,17.14,0.18,10.54,Amazonica FIR
Aug,23.94,0.21,8.86,Brasilia FIR
Aug,23.12,0.06,2.55,Curitiba FIR
Aug,22.06,0.23,10.44,Recife FIR
Aug,0.29,0.0,12.93,Punta Arenas FIR
Aug,5.91,0.02,3.29,Santiago FIR
Aug,6.9,0.03,4.09,Antofagasta FIR
Aug,0.4,0.02,58.05,Isla De Pascua FIR
Aug,0.92,0.01,6.42,Puerto Montt FIR
Aug,5.21,0.02,4.62,Guayaquil FIR/UIR
Aug,1.19,0.0,0.13,Asuncion FIR/UIR
Aug,7.97,0.12,15.11,Barranquilla FIR
Aug,16.9,0.13,7.83,Bogota FIR
Aug,4.01,0.0,1.09,La Paz FIR
Aug,0.83,0.01,15.55,Paramaribo FIR
Aug,0.7,0.01,14.66,Cayenne FIR
Aug,18.27,0.02,1.25,Lima FIR
Aug,1.66,0.01,8.21,Montevideo FIR
Aug,3.08,0.07,23.29,Maiquetia FIR
Aug,1.44,0.03,20.95,Georgetown FIR
Aug,9.32,0.11,11.53,San Juan Oceanic FIR/UIR
Aug,2.49,0.03,12.48,Curacao FIR
Aug,7.31,0.08,10.73,Piarco FIR
Aug,4.58,0.01,2.42,Almaty FIR
Aug,7.05,0.04,6.18,Nur-Sultan FIR
Aug,4.94,0.0,0.42,Shymkent FIR
Aug,9.32,0.05,4.85,Aktobe FIR
Aug,4.72,-0.0,-0.0,Baku FIR
Aug,0.48,-0.0,-0.0,Bishkek FIR
Aug,0.42,0.0,0.0,Osh FIR
Aug,1.06,0.0,0.0,Yerevan FIR
Aug,10.71,0.1,9.66,Yakutsk FIR
Aug,2.8,0.0,0.21,Tibilisi FIR
Aug,14.77,0.34,23.14,Khabarovsk FIR
Aug,10.54,0.37,34.79,Magadan FIR
Aug,7.19,0.2,27.43,Petropavlovsk-Kamchatsky FIR
Aug,9.21,0.15,16.33,Irkutsk FIR
Aug,5.66,0.04,6.58,Kiev FIR
Aug,2.02,0.03,12.48,Dnipro FIR
Aug,3.69,0.0,0.87,Simferopol FIR
Aug,5.72,0.1,17.99,Lvov FIR
Aug,2.83,0.0,1.16,Odessa FIR
Aug,3.05,0.03,8.9,Arkhangelsk FIR
Aug,1.43,0.05,31.92,Kotlas FIR
Aug,9.82,0.17,17.59,Sankt-Peterburg FIR
Aug,1.71,0.01,7.22,Murmansk FIR
Aug,5.27,0.17,31.37,Vologda FIR
Aug,1.46,0.02,10.38,Kaliningrad FIR
Aug,14.29,0.22,15.65,Minsk FIR
Aug,14.97,0.16,10.7,Krasnoyarsk FIR
Aug,18.12,0.18,10.15,Novosibirsk FIR
Aug,32.96,0.37,11.35,Rostov-Na-Donu FIR
Aug,19.3,0.52,27.02,Yekaterinburg FIR
Aug,14.38,0.27,18.45,Tyumen FIR
Aug,1.78,0.0,0.0,Ashgabat FIR
Aug,1.99,0.0,0.0,Turkmenbashi FIR
Aug,0.6,0.0,0.01,Dashoguz FIR
Aug,1.35,0.0,0.0,Turkmenabat FIR
Aug,0.49,0.0,0.0,Dushanbe FIR
Aug,1.51,0.0,0.0,Samarkand FIR
Aug,3.19,0.0,0.45,Tashkent FIR
Aug,56.9,0.77,13.47,Moscow FIR
Aug,6.18,0.14,21.96,Syktyvkar FIR
Aug,20.11,0.49,24.45,Samara FIR
Aug,78.3,0.58,7.38,Mumbai FIR
Aug,8.13,0.59,72.47,Colombo FIR
Aug,6.01,0.03,4.31,Phnom Penh FIR
Aug,40.42,0.27,6.78,Kolkata FIR
Aug,5.05,0.02,4.78,Dhaka FIR
Aug,30.6,-0.02,-0.78,Hong Kong FIR
Aug,28.86,0.02,0.72,Delhi FIR
Aug,9.77,0.06,6.61,Vientiane FIR
Aug,1.14,0.0,2.62,Kathmandu FIR
Aug,58.41,0.95,16.26,Chennai FIR
Aug,1.43,0.05,34.1,Male FIR
Aug,46.51,0.3,6.36,Bangkok FIR
Aug,39.6,0.54,13.51,Ho Chi Minh FIR
Aug,14.33,0.02,1.25,Hanoi FIR
Aug,17.52,0.23,13.0,Yangon FIR
Aug,38.9,0.33,8.51,U-Jung Pandang FIR
Aug,8.52,0.18,21.17,Kota Kinabalu FIR
Aug,47.88,0.98,20.42,Jakarta FIR
Aug,28.99,0.43,14.95,Kuala Lumpur FIR
Aug,28.1,0.66,23.65,Singapore FIR
Aug,58.18,0.03,0.44,Brisbane FIR
Aug,70.19,0.27,3.88,Melbourne FIR
Aug,27.55,0.02,0.83,Beijing FIR
Aug,82.27,0.06,0.72,Guangzhou FIR
Aug,23.69,0.02,0.8,Wuhan FIR
Aug,17.7,0.04,2.16,Sanya FIR
Aug,2.6,0.01,2.49,Pyongyang FIR
Aug,14.06,0.02,1.58,Lanzhou FIR
Aug,14.94,0.08,5.03,Ulaanbaatar FIR
Aug,30.32,0.04,1.42,Kunming FIR
Aug,120.78,0.07,0.54,Shanghai FIR
Aug,7.75,0.01,0.95,Urumqi FIR
Aug,26.55,0.12,4.36,Shenyang FIR
Sep,1285.22,17.49,13.61,European Airspace
Sep,278.82,7.91,28.39,North Atlantic
Sep,869.27,10.7,12.31,Continental Europe
Sep,5008.26,50.68,10.12,Global
Sep,1323.69,4.11,3.1,USA
Sep,512.06,1.4,2.74,East Asia
Sep,309.81,4.11,13.25,Southeast Asia
Sep,174.25,1.63,9.34,Latin America
Sep,402.11,1.53,3.8,Africa & Middle East
Sep,554.02,2.13,3.85,China
Sep,197.51,1.96,9.91,India
Sep,2653.56,34.59,13.03,North Pacific
Sep,32.59,0.87,26.7,Arctic
Sep,0.33,0.01,15.17,Honiara FIR
Sep,0.1,0.0,11.33,Nauru FIR
Sep,1.88,0.03,14.74,Port Moresby FIR
Sep,14.64,0.22,14.84,Nuuk FIR
Sep,16.45,0.33,20.28,Reykjavik FIR
Sep,35.19,0.7,19.94,Edmonton FIR
Sep,18.97,0.47,24.92,Moncton FIR
Sep,92.35,3.46,37.45,Gander FIR
Sep,34.31,0.53,15.58,Montreal FIR
Sep,14.36,0.26,18.18,Vancouver FIR
Sep,29.29,0.62,21.25,Winnipeg FIR
Sep,27.5,0.26,9.45,Toronto FIR
Sep,13.3,0.09,6.53,Alger FIR
Sep,2.52,0.04,14.92,Accra FIR
Sep,3.71,0.07,18.93,Kano FIR
Sep,3.8,0.04,11.41,Niamey FIR
Sep,3.58,0.02,5.97,Tunis FIR
Sep,17.98,0.28,15.79,Brussels FIR
Sep,54.95,0.76,13.83,Langen FIR
Sep,35.19,0.5,14.21,Munchen FIR
Sep,29.6,0.38,12.76,Bremen FIR
Sep,5.01,0.15,30.47,Tallinn FIR
Sep,6.37,0.09,13.9,Helsinki FIR
Sep,60.79,2.24,36.8,Shanwick FIR
Sep,14.5,0.19,13.09,Scottish FIR
Sep,79.78,0.61,7.61,London FIR
Sep,23.96,0.39,16.3,Amsterdam FIR
Sep,16.11,0.3,18.44,Shannon FIR
Sep,12.04,0.14,11.93,Copenhagen FIR
Sep,1.16,0.02,19.96,Bodo Oceanic FIR
Sep,14.45,0.1,6.69,Polaris FIR
Sep,36.64,1.14,31.04,Warszawa FIR
Sep,26.34,0.39,14.76,Sweden FIR
Sep,5.8,0.19,32.29,Riga FIR
Sep,4.68,0.15,32.81,Vilnius FIR
Sep,2.97,0.01,4.02,Cape Town FIR
Sep,7.15,0.02,2.87,Johannesburg FIR
Sep,0.76,0.01,16.91,Johannesburg Oceanic FIR
Sep,1.8,0.0,2.73,Gaborone FIR
Sep,3.15,0.15,47.35,Brazzaville FIR
Sep,1.5,0.03,20.86,Mauritius FIR
Sep,1.02,0.0,2.28,Lusaka FIR
Sep,2.0,0.0,0.82,Antananarivo FIR
Sep,2.91,0.04,13.28,Luanda FIR
Sep,1.8,0.0,0.37,Beira FIR
Sep,1.94,0.08,42.46,Seychelles FIR
Sep,2.9,0.07,23.75,N'Djamena FIR
Sep,1.19,0.0,0.04,Harare FIR
Sep,0.49,0.0,0.25,Lilongwe FIR
Sep,1.0,0.0,3.71,Windhoek FIR
Sep,2.13,0.09,44.56,Kinshasa FIR
Sep,12.79,0.05,3.92,Canarias FIR
Sep,0.55,0.02,29.58,Roberts FIR
Sep,21.39,0.07,3.07,Casablanca FIR
Sep,12.81,0.23,17.97,Dakar FIR
Sep,4.3,0.04,9.1,Sal Oceanic FIR
Sep,5.01,0.06,11.59,Addis Abeba FIR
Sep,0.03,0.0,25.79,Bujumbura FIR
Sep,5.38,0.08,14.99,Mogadishu FIR/UIR
Sep,21.35,0.0,0.03,Cairo FIR
Sep,0.57,0.0,5.96,Asmara FIR
Sep,3.93,0.01,2.64,Nairobi FIR
Sep,1.99,0.0,0.06,Tripoli FIR
Sep,0.06,0.0,4.2,Kigali FIR
Sep,7.51,0.09,11.81,Khartoum FIR
Sep,2.97,0.01,3.45,Dar-Es-Salaam FIR
Sep,0.48,0.01,21.52,Entebbe FIR
Sep,68.3,0.09,1.26,Albuquerque FIR
Sep,90.73,1.16,12.77,Oakland Oceanic FIR
Sep,60.75,0.24,3.94,Chicago FIR
Sep,49.85,0.2,3.91,Boston FIR
Sep,80.63,0.19,2.37,Washington FIR
Sep,87.34,0.29,3.28,Denver FIR
Sep,60.97,0.07,1.1,Fort Worth FIR
Sep,55.66,0.05,0.93,Houston FIR
Sep,63.05,0.12,1.84,Indianapolis FIR
Sep,62.5,0.11,1.83,Jacksonville FIR
Sep,71.68,0.24,3.41,Kansas City FIR
Sep,68.81,0.02,0.35,Los Angeles FIR
Sep,63.44,0.5,7.88,Salt Lake City FIR
Sep,45.19,0.08,1.69,Miami FIR/UIR
Sep,63.44,0.04,0.7,Memphis FIR
Sep,66.13,0.55,8.28,Minneapolis FIR
Sep,45.27,0.07,1.49,New York FIR
