,origin_airport,total_fuel_burn,total_contrail_energy_forcing,total_co2,total_co2_forcing_20,total_co2_forcing_100,gwp20,gwp100,contrail_co2_eq_20,contrail_co2_eq_100,contrail_impact_category,id,name,city,country,iata,lat,lon,altitude,tz_offset,dst,tz,type,source
86,EFKK,383766.2960089163,2761439208030020.5,1215771.6257562467,467424890334105.2,1721062357715534.0,2.4812638166179073,0.673888695649636,0.0015083250721298514,0.0004096473775443573,High contrail climate impact,435.0,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,63.721199035645,23.143100738525,84.0,2,E,Europe/Helsinki,airport,OurAirports
87,EFKS,1584229.852404159,2.2276120736247776e+16,5018840.172416376,1929581812486276.8,7104736380702610.0,4.8487038220830065,1.316863878952089,0.012167434763209509,0.0033045646686443997,Very high contrail climate impact,437.0,Kuusamo Airport,Kuusamo,Finland,KAO,65.987602233887,29.239400863647,866.0,2,E,Europe/Helsinki,airport,OurAirports
88,EFKT,5711547.66859645,9.1456440693473e+16,18094183.014113557,6956628475184498.0,2.561436426009355e+16,5.521597887292656,1.4996157898442553,0.04995440135150803,0.013567161276148204,Very high contrail climate impact,438.0,Kittilä Airport,Kittila,Finland,KTT,67.700996398926,24.846799850464,644.0,2,E,Europe/Helsinki,airport,OurAirports
89,EFKU,1822183.8436809066,2.626050208221129e+16,5772678.416781113,2219408249653422.2,8171879747677874.0,4.9695277451776025,1.3496785580652804,0.014343742778090827,0.003895630140867849,Very high contrail climate impact,439.0,Kuopio Airport,Kuopio,Finland,KUO,63.007099151611,27.797800064087,323.0,2,E,Europe/Helsinki,airport,OurAirports
90,EFLP,1620372.7132870234,2.322350687736583e+16,5133340.75569329,1973603585529476.0,7266824917430707.0,4.9421641509011,1.3422468546197306,0.01268490632857347,0.003445105241510295,Very high contrail climate impact,441.0,Lappeenranta Airport,Lappeenranta,Finland,LPP,61.044601,28.144743,349.0,2,E,Europe/Helsinki,airport,OurAirports
91,EFMA,208667.28693468042,197038649073398.2,661057.9650090676,254155418873709.9,935802379116588.8,0.32561270177736756,0.08843344968726233,0.0001076244350090255,2.9229818144496697e-05,Low contrail climate impact,442.0,Mariehamn Airport,Mariehamn,Finland,MHQ,60.122200012207,19.898199081421,17.0,2,E,Europe/Mariehamn,airport,OurAirports
92,EFMI,3610.4311225439346,0.0,11437.845796219186,4397481980738.4277,16191565452091.283,0.0,0.0,0.0,0.0,Low contrail climate impact,444.0,Mikkeli Airport,Mikkeli,Finland,MIK,61.6866,27.201799,329.0,2,E,Europe/Helsinki,airport,OurAirports
93,EFOU,11064169.083572604,9.426756604399824e+16,35051287.65675801,1.3476087072552002e+16,4.961906537173959e+16,2.9379728347942136,0.7979267130861557,0.05148986548005638,0.01398417937469713,High contrail climate impact,446.0,Oulu Airport,Oulu,Finland,OUL,64.930099487305,25.354600906372,47.0,2,E,Europe/Helsinki,airport,OurAirports
94,EFPO,246053.84597096613,482790670319234.56,779498.5840360207,299692008301300.94,1103468482448304.8,0.6766015639970546,0.18375883385829098,0.0002637049805461306,7.16198753983241e-05,Low contrail climate impact,448.0,Pori Airport,Pori,Finland,POR,61.461700439453,21.799999237061,44.0,2,E,Europe/Helsinki,airport,OurAirports
95,EFPR,3350.0979279908047,0.0,10613.11023587487,4080397817330.037,15024058908997.627,0.0,0.0,0.0,0.0,Low contrail climate impact,,,,,,,,,,,,,
96,EFRO,8693478.521955214,1.05300295828241e+17,27540939.95755412,1.0588601153897068e+16,3.898731805619005e+16,4.17676741290648,1.1343720587325548,0.057516050267763005,0.015620836379540173,Very high contrail climate impact,453.0,Rovaniemi Airport,Rovaniemi,Finland,RVN,66.564796447754,25.830400466919,642.0,2,E,Europe/Helsinki,airport,OurAirports
97,EFSA,66284.91475487043,3996458038079213.5,209990.60994342956,80734601585181.86,297265478640000.2,20.790495562454673,5.646509590257576,0.0021829044220930114,0.0005928569964548064,Very high contrail climate impact,455.0,Savonlinna Airport,Savonlinna,Finland,SVL,61.943099975586,28.945100784302,311.0,2,E,Europe/Helsinki,airport,OurAirports
98,EFSA,66284.91475487043,3996458038079213.5,209990.60994342956,80734601585181.86,297265478640000.2,20.790495562454673,5.646509590257576,0.0021829044220930114,0.0005928569964548064,Very high contrail climate impact,14122.0,Savonlinna Airport,Savonlinna,Finland,SVR,61.9431,28.9451,311.0,2,E,Europe/Helsinki,airport,OurAirports
99,EFSI,15684.087672022804,22917405021894.645,49687.189744968244,19103118320519.273,70337841514882.68,0.5038606759220506,0.13684397902882967,1.2517710504783442e-05,3.399696375730957e-06,Low contrail climate impact,5560.0,Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,SJY,62.692101,22.8323,302.0,2,E,Europe/Helsinki,airport,OurAirports
100,EFTP,3233310.6447712663,2.804772392353746e+16,10243128.122635372,3938151654446461.5,1.4500307346915842e+16,2.9912621659923126,0.812399610991094,0.015319940807325527,0.004160756651080456,High contrail climate impact,458.0,Tampere-Pirkkala Airport,Tampere,Finland,TMP,61.414100646973,23.604400634766,390.0,2,E,Europe/Helsinki,airport,OurAirports
101,EFTU,5189026.9471474895,9.671382880589294e+16,16438837.368563248,6320201583452183.0,2.327103511898712e+16,6.42697983001484,1.7455092947426665,0.05282603809832511,0.014347071710795113,Very high contrail climate impact,460.0,Turku Airport,Turku,Finland,TKU,60.514099121094,22.262800216675,161.0,2,E,Europe/Helsinki,airport,OurAirports
102,EFUT,7586.707166177167,0.0,24034.688302449267,9240560731953.754,34023821941921.773,0.0,0.0,0.0,0.0,Low contrail climate impact,461.0,Utti Air Base,Utti,Finland,UTI,60.89640045166,26.938400268555,339.0,2,E,Europe/Helsinki,airport,OurAirports
103,EFVA,3431860.6879690583,2.651451376737585e+16,10872134.659485977,4179984335254375.5,1.5390737301355024e+16,2.664147730979514,0.7235583042092089,0.014482486441986648,0.003933311658675919,High contrail climate impact,462.0,Vaasa Airport,Vaasa,Finland,VAA,63.050701141357,21.762199401855,19.0,2,E,Europe/Helsinki,airport,OurAirports
104,EFVR,672.3040194986502,0.0,2129.859133771724,818861989323.923,3015056697092.269,0.0,0.0,0.0,0.0,Low contrail climate impact,463.0,Varkaus Airport,Varkaus,Finland,VRK,62.171100616455,27.868600845337,286.0,2,E,Europe/Helsinki,airport,OurAirports
105,EFYL,383.3349588408014,0.0,1214.4051496076588,466899524426.25995,1719127956046.4802,0.0,0.0,0.0,0.0,Low contrail climate impact,464.0,Ylivieska Airfield,Ylivieska-raudaskyla,Finland,YLI,64.0547222,24.7252778,252.0,2,E,Europe/Helsinki,airport,OurAirports
106,EGAA,79947399.86737019,3.663917443675414e+17,253273362.77982876,9.737542093752323e+16,3.5853711474903955e+17,1.5803221300896948,0.42920112396754206,0.2001267500815995,0.05435260598807077,Average contrail climate impact,465.0,Belfast International Airport,Belfast,United Kingdom,BFS,54.6575012207,-6.21582984924,268.0,0,E,Europe/London,airport,OurAirports
107,EGAB,1003.876536828635,0.0,3180.280868673116,1222715191552.9443,4502047567224.23,0.0,0.0,0.0,0.0,Low contrail climate impact,466.0,St Angelo Airport,Enniskillen,United Kingdom,ENK,54.39889907836914,-7.651669979095459,155.0,0,E,Europe/London,airport,OurAirports
108,EGAC,14406933.204367597,2.0860352077192584e+16,45641164.39143655,1.7547552359694046e+16,6.461023462983582e+16,0.49929173555539946,0.13560309636106868,0.011394128090884826,0.0030945416065016732,Low contrail climate impact,467.0,George Best Belfast City Airport,Belfast,United Kingdom,BHD,54.61809921264648,-5.872499942779541,15.0,0,E,Europe/London,airport,OurAirports
109,EGAE,1151220.9509834007,1185954114590241.0,3647067.9727154137,1402179744182741.2,5162837551802562.0,0.355233150524663,0.09647809429022097,0.000647779723062646,0.00017593108387724135,Low contrail climate impact,468.0,City of Derry Airport,Londonderry,United Kingdom,LDY,55.04280090332031,-7.161109924316406,22.0,0,E,Europe/London,airport,OurAirports
110,EGBB,331936103.79942405,1.463352213575518e+18,1051573576.8365754,4.04296048219855e+17,1.488621432776035e+18,1.5201927706389442,0.41287053657125866,0.7992972746509491,0.2170818734563373,Average contrail climate impact,469.0,Birmingham International Airport,Birmingham,United Kingdom,BHX,52.4538993835,-1.74802994728,327.0,0,E,Europe/London,airport,OurAirports
111,EGBE,20760.40748062432,41992045206590.67,65768.97089861784,25286043331165.023,93103423144038.58,0.6974859117254978,0.18943083284362955,2.29364653152351e-05,6.229335466296807e-06,Low contrail climate impact,470.0,Coventry Airport,Coventry,United Kingdom,CVT,52.3697013855,-1.47971999645,267.0,0,E,Europe/London,airport,OurAirports
112,EGBJ,2633.790599737278,0.0,8343.848619967697,3207940079804.6934,11811662218527.742,0.0,0.0,0.0,0.0,Low contrail climate impact,472.0,Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,51.89419937133789,-2.167220115661621,101.0,0,E,Europe/London,airport,OurAirports
113,EGBP,11921.078830687013,0.0,37765.977735616456,14519797655624.863,53462016472593.64,0.0,0.0,0.0,0.0,Low contrail climate impact,475.0,Cotswold Airport,Pailton,United Kingdom,GBA,51.668095,-2.05694,433.0,0,E,Europe/London,airport,OurAirports
114,EGCC,965764522.5573094,3.8493008156695055e+18,3059542007.4615564,1.1762950022959588e+18,4.3311280419265434e+18,1.3744055185354132,0.3732760442385951,2.10252570962304,0.57102686886353,Average contrail climate impact,478.0,Manchester Airport,Manchester,United Kingdom,MAN,53.35369873046875,-2.2749500274658203,257.0,0,E,Europe/London,airport,OurAirports
115,EGCM,34888.44920850567,1115730496307856.5,110526.60709254596,42493907658930.72,156462923597736.56,11.027623352751723,2.9950022514859787,0.000609422896737087,0.00016551371854564066,Very high contrail climate impact,,,,,,,,,,,,,
116,EGCN,26317435.344818305,3.960774956514866e+17,83373635.1723844,3.2054467674359796e+16,1.18024818215216e+17,5.189683692881567,1.409470912043971,0.21634139743519018,0.05875635680342097,Very high contrail climate impact,5562.0,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,DSA,53.4805378105,-1.01065635681,55.0,0,E,Europe/London,airport,OurAirports
117,EGDC,15729.995071246864,0.0,49832.62438571006,19159033238715.56,70543720711588.67,0.0,0.0,0.0,0.0,Low contrail climate impact,480.0,Royal Marines Base Chivenor Airport,Chivenor,United Kingdom,\N,51.08720016479492,-4.150340080261231,27.0,0,E,Europe/London,airport,OurAirports
118,EGDD,5690.870400759539,47940793931550.59,18028.67742960622,6931443695406.826,25521633690200.867,2.9048974984235896,0.7889437524127703,2.618572998257447e-05,7.111806211176475e-06,High contrail climate impact,,,,,,,,,,,,,
119,EGDM,293930.88685627974,241735753486399.22,931173.0495606943,358005937424506.8,1318180857462619.2,0.28359590121517814,0.07702206862548587,0.00013203843008872542,3.586043726273337e-05,Low contrail climate impact,483.0,MoD Boscombe Down Airport,Boscombe Down,United Kingdom,\N,51.15219879150391,-1.7474100589752195,407.0,0,E,Europe/London,airport,OurAirports
120,EGDR,15012.825318444096,0.0,47560.6306088309,18285525073613.477,67327456337991.05,0.0,0.0,0.0,0.0,Low contrail climate impact,484.0,RNAS Culdrose,Culdrose,United Kingdom,\N,50.08610153198242,-5.255710124969482,267.0,0,E,Europe/London,airport,OurAirports
121,EGDY,57281.122919007226,91616087066229.23,181466.5974074149,69768040802648.5,256886510068329.22,0.5515241093935888,0.14978893425575876,5.0041601759904714e-05,1.3590844114337756e-05,Low contrail climate impact,486.0,RNAS Yeovilton,Yeovilton,United Kingdom,YEO,51.0093994140625,-2.638819932937622,75.0,0,E,Europe/London,airport,OurAirports
122,EGEC,15404.133110789795,0.0,48800.29369498207,18762135458178.93,69082339762332.46,0.0,0.0,0.0,0.0,Low contrail climate impact,5563.0,Campbeltown Airport,Campbeltown,United Kingdom,CAL,55.437198638916016,-5.686389923095703,42.0,0,E,Europe/London,airport,OurAirports
123,EGED,134.00258894167808,0.0,424.5202017672362,163214294980.961,600956399929.8983,0.0,0.0,0.0,0.0,Low contrail climate impact,5564.0,Eday Airport,Eday,United Kingdom,EOI,59.19060134887695,-2.7722198963165283,10.0,0,E,Europe/London,airport,OurAirports
124,EGET,1289.4701406489708,0.0,4085.0414055759397,1570566371643.915,5782838523207.722,0.0,0.0,0.0,0.0,Low contrail climate impact,5570.0,Lerwick / Tingwall Airport,Lerwick,United Kingdom,LWK,60.192199707,-1.24361002445,43.0,0,E,Europe/London,airport,OurAirports
125,EGFE,18926.365000626112,0.0,59958.72432198353,23052191338437.305,84878361413493.02,0.0,0.0,0.0,0.0,Low contrail climate impact,487.0,Haverfordwest Airport,Haverfordwest,United Kingdom,HAW,51.833099365234375,-4.9611101150512695,159.0,0,E,Europe/London,airport,OurAirports
126,EGFF,30377942.718284875,9.662938995742168e+16,96237322.53152649,3.70001396457706e+16,1.362348238003269e+17,1.0968700164556326,0.2978999249237457,0.05277991677440074,0.01433454557850202,Low contrail climate impact,488.0,Cardiff International Airport,Cardiff,United Kingdom,CWL,51.39670181274414,-3.343329906463623,220.0,0,E,Europe/London,airport,OurAirports
127,EGFH,28573.181890199,-148213931034497.94,90519.84022815044,34801952517509.26,128141080399197.3,-1.7886884651994888,-0.48579152634395206,-8.095589704389668e-05,-2.1986885674421937e-05,Low contrail climate impact,489.0,Swansea Airport,Swansea,United Kingdom,SWS,51.60530090332031,-4.0678300857543945,299.0,0,E,Europe/London,airport,OurAirports
128,EGGD,129165311.38439482,6.298441203172678e+17,409195706.4657628,1.573225219012421e+17,5.79262842146833e+17,1.6814790872683303,0.4566744339285578,0.3440270115110852,0.09343460880812426,Average contrail climate impact,490.0,Bristol Airport,Bristol,United Kingdom,BRS,51.382702,-2.71909,622.0,0,E,Europe/London,airport,OurAirports
129,EGGP,65421511.43297985,5.794484670471416e+17,207255348.2196802,7.968298186962605e+16,2.9339340604715866e+17,3.0542074411571165,0.8294949754960805,0.3165004133760783,0.08595863499645762,High contrail climate impact,491.0,Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,53.33359909057617,-2.849720001220703,80.0,0,E,Europe/London,airport,OurAirports
130,EGGW,311923371.01076204,4.114760737392209e+18,988173239.3620942,3.799206678742897e+17,1.398871078365586e+18,4.548843102888427,1.2354244336253792,2.247522512165588,0.6104066822813358,Very high contrail climate impact,492.0,London Luton Airport,London,United Kingdom,LTN,51.874698638916016,-0.3683330118656158,526.0,0,E,Europe/London,airport,OurAirports
131,EGHE,83161.50315972453,0.0,263455.6420100073,101290178159758.06,372951283600782.8,0.0,0.0,0.0,0.0,Low contrail climate impact,4347.0,St. Mary's Airport,ST MARY\'S,United Kingdom,ISC,49.91329956054688,-6.291669845581055,116.0,0,E,Europe/London,airport,OurAirports
132,EGHH,14595156.295516673,6.951851116190515e+16,46237455.14419682,1.777680687905564e+16,6.545435168857307e+16,1.6424645262024269,0.4460784338208863,0.0379716899281096,0.0103127657872934,Average contrail climate impact,494.0,Bournemouth Airport,Bournemouth,United Kingdom,BOH,50.77999877929688,-1.8424999713897705,38.0,0,E,Europe/London,airport,OurAirports
133,EGHI,8034860.117333389,5898746680497538.0,25454436.85171218,9786408155830278.0,3.603363672439601e+16,0.2531545349795169,0.06875447029557333,0.0032219530621803373,0.0008750531612057961,Low contrail climate impact,495.0,Southampton Airport,Southampton,United Kingdom,SOU,50.95029830932617,-1.3567999601364136,44.0,0,E,Europe/London,airport,OurAirports
134,EGHJ,252.64418329216664,0.0,800.3767726695839,307718996944.2936,1133023921803.2566,0.0,0.0,0.0,0.0,Low contrail climate impact,7805.0,Bembridge Airport,Bembridge,United Kingdom,BBP,50.6781005859,-1.10943996906,53.0,0,E,Europe/London,airport,OurAirports
135,EGHQ,2500844.513036796,9976022222461100.0,7922675.41730057,3046012597786112.0,1.1215443874693634e+16,1.3755456351293378,0.37358568954080884,0.005449000794407152,0.0014798990793901245,Average contrail climate impact,481.0,Newquay Cornwall Airport,Newquai,United Kingdom,NQY,50.44060134887695,-4.995409965515137,390.0,0,E,Europe/London,airport,OurAirports
136,EGJA,68099.7044895891,0.0,215739.86382301827,82945003857482.05,305404198303699.6,0.0,0.0,0.0,0.0,Low contrail climate impact,497.0,Alderney Airport,Alderney,Guernsey,ACI,49.706104,-2.21472,290.0,0,E,Europe/Guernsey,airport,OurAirports
137,EGJB,2745527.4228529627,1140580561574250.5,8697830.875598187,3344034814632362.0,1.2312764171031292e+16,0.14325324418425667,0.03890627881822425,0.0006229962451477169,0.0001692001165798913,Low contrail climate impact,498.0,Guernsey Airport,Guernsey,Guernsey,GCI,49.435001373291016,-2.601969957351685,336.0,0,E,Europe/Guernsey,airport,OurAirports
138,EGJJ,9049476.338265777,1.237392314005102e+16,28668741.03962598,1.1022204213828834e+16,4.0583848151336296e+16,0.4715071158181804,0.12805704622789216,0.006758757700866174,0.0018356171483034265,Low contrail climate impact,499.0,Jersey Airport,Jersey,Jersey,JER,49.20790100097656,-2.195509910583496,277.0,0,E,Europe/Jersey,airport,OurAirports
139,EGKB,553280.60208046,1580174539806052.5,1752792.9473908974,673892229309887.4,2481276827584523.0,0.984835969095815,0.26747249615215873,0.0008631067704840121,0.0002344119524382714,Low contrail climate impact,501.0,London Biggin Hill Airport,Biggin Hill,United Kingdom,BQH,51.33079910279999,0.0324999988079,598.0,0,E,Europe/London,airport,OurAirports
140,EGKK,1554879880.1431925,7.612847856248414e+18,4925859460.293634,1.8938337342728827e+18,6.973111657573795e+18,1.688319329073489,0.45853218141882257,4.158211869556624,1.129332541845492,Average contrail climate impact,502.0,London Gatwick Airport,London,United Kingdom,LGW,51.148102,-0.190278,202.0,0,E,Europe/London,airport,OurAirports
141,EGLC,67522916.48523337,1.0905764460705179e+17,213912599.42521933,8.224247976277691e+16,3.0281749870813254e+17,0.5569410220494447,0.15126011848842874,0.05956835087656756,0.016178222567613233,Low contrail climate impact,503.0,London City Airport,London,United Kingdom,LCY,51.505299,0.055278,19.0,0,E,Europe/London,airport,OurAirports
142,EGLF,2879431.1024115006,1.8621173075073776e+16,9122037.732439635,3507128638618220.0,1.2913276995749094e+16,2.2299988102553185,0.6056474041488876,0.010171066645222255,0.002762369236600135,Average contrail climate impact,504.0,Farnborough Airport,Farnborough,United Kingdom,FAB,51.2757987976,-0.776332974434,238.0,0,E,Europe/London,airport,OurAirports
